date,inflow_cumecs
2015-03-25,129.2691912690541
2015-03-26,117.66025588427249
2015-03-27,129.92971825661854
2015-03-28,186.61608470808295
2015-03-29,163.15004438638738
2015-03-30,128.80959184931845
2015-03-31,170.53069732453423
2015-04-01,153.8831019739216
2015-04-02,188.74579962131557
2015-04-03,121.9178762449059
2015-04-04,136.89351413608927
2015-04-05,134.3156738747137
2015-04-06,91.45940207471526
2015-04-07,161.84481108258305
2015-04-08,160.44221088719559
2015-04-09,150.20453826569843
2015-04-10,140.61651466499413
2015-04-11,93.38517031798344
2015-04-12,133.17418708938564
2015-04-13,136.29141933892922
2015-04-14,117.90890923113524
2015-04-15,143.54857153335962
2015-04-16,166.16203427258154
2015-04-17,225.4474360484212
2015-04-18,156.98311251327357
2015-04-19,160.30201562891057
2015-04-20,147.0221633693533
2015-04-21,73.24915138803834
2015-04-22,148.93944498203132
2015-04-23,152.40920839764107
2015-04-24,248.52968449941145
2015-04-25,142.3055614087551
2015-04-26,162.0618936933445
2015-04-27,148.61152921179027
2015-04-28,103.25287849521871
2015-04-29,195.71291258060083
2015-04-30,180.07732130747098
2015-05-01,181.64127788172186
2015-05-02,113.62450180821044
2015-05-03,206.11177243744396
2015-05-04,93.92595748830877
2015-05-05,173.47428375201082
2015-05-06,237.61822503239915
2015-05-07,110.37854699477246
2015-05-08,127.34809081588912
2015-05-09,153.98605460350564
2015-05-10,129.86097383535204
2015-05-11,87.9734627573547
2015-05-12,152.7425189922411
2015-05-13,107.5078514509558
2015-05-14,168.94369722540728
2015-05-15,113.22303063064788
2015-05-16,211.99737620070158
2015-05-17,118.66986830655051
2015-05-18,137.11753935177296
2015-05-19,182.54068869478678
2015-05-20,100.7654273426418
2015-05-21,159.09839738416517
2015-05-22,202.28571017129713
2015-05-23,85.7006706175509
2015-05-24,157.38535434129216
2015-05-25,160.39531176993694
2015-05-26,181.2729148710924
2015-05-27,100.52197156487672
2015-05-28,97.18173547662894
2015-05-29,170.8776626246759
2015-05-30,161.87938692932744
2015-05-31,160.01971401383506
2015-06-01,163.857928379879
2015-06-02,122.79901113686037
2015-06-03,159.29014788644014
2015-06-04,161.72289893194724
2015-06-05,121.42594327894528
2015-06-06,224.63098044579027
2015-06-07,168.95331683647152
2015-06-08,102.34786011189405
2015-06-09,176.2621443453532
2015-06-10,111.01273319090714
2015-06-11,181.48338414969808
2015-06-12,196.34382316029615
2015-06-13,117.17270726593158
2015-06-14,188.53504516977287
2015-06-15,166.51123707745992
2015-06-16,182.8824063997796
2015-06-17,225.8717193061579
2015-06-18,140.18447535988517
2015-06-19,119.85055342570041
2015-06-20,114.41942281497907
2015-06-21,117.36758860138247
2015-06-22,146.91593162343582
2015-06-23,163.64607899266576
2015-06-24,161.06763197320078
2015-06-25,183.08732996144096
2015-06-26,150.5200756751163
2015-06-27,208.14136308629267
2015-06-28,139.41372667048176
2015-06-29,258.80676666358477
2015-06-30,175.02669391060024
2015-07-01,115.71369774334869
2015-07-02,107.16430007755551
2015-07-03,169.29889660972742
2015-07-04,141.06148858696596
2015-07-05,178.56001976368367
2015-07-06,168.9295049829418
2015-07-07,147.0868434937251
2015-07-08,116.1282512772638
2015-07-09,89.40611101256542
2015-07-10,132.13940191731916
2015-07-11,184.2559517729389
2015-07-12,158.56374976520817
2015-07-13,100.17044885152048
2015-07-14,156.92723703404727
2015-07-15,165.41269518915348
2015-07-16,114.64570255195468
2015-07-17,156.14900423782112
2015-07-18,152.32834873784
2015-07-19,104.28118808677507
2015-07-20,164.31149441393134
2015-07-21,172.43138105472937
2015-07-22,193.32204972701106
2015-07-23,192.15208208139612
2015-07-24,94.89322528171635
2015-07-25,112.48699840339509
2015-07-26,170.6014106883464
2015-07-27,170.55143803648835
2015-07-28,170.6019074522419
2015-07-29,304.1092596261889
2015-07-30,172.83562042772667
2015-07-31,195.42262560722395
2015-08-01,188.1600705397281
2015-08-02,176.05565005223193
2015-08-03,137.38923021438617
2015-08-04,180.3587688197307
2015-08-05,119.08699141849712
2015-08-06,140.52725573039965
2015-08-07,130.58545808683587
2015-08-08,153.2749655754529
2015-08-09,242.58634266694034
2015-08-10,75.30939229633007
2015-08-11,177.45040761498055
2015-08-12,85.49136515241393
2015-08-13,131.12272536842266
2015-08-14,193.55802387869466
2015-08-15,152.57120076381852
2015-08-16,106.89020888282775
2015-08-17,121.38785162960127
2015-08-18,177.18390995738704
2015-08-19,120.78533473131453
2015-08-20,158.658343583279
2015-08-21,151.82287359615256
2015-08-22,123.93598609576732
2015-08-23,235.75776357301302
2015-08-24,175.35676089272044
2015-08-25,68.99429653369572
2015-08-26,157.4581725907771
2015-08-27,123.52854140926448
2015-08-28,184.09733339184896
2015-08-29,118.29917046269198
2015-08-30,145.41054234132403
2015-08-31,170.1994911592183
2015-09-01,184.63020776680486
2015-09-02,101.98814371776895
2015-09-03,136.61995056636206
2015-09-04,131.00218755356175
2015-09-05,123.86683069705153
2015-09-06,220.61816961124387
2015-09-07,166.19926843843822
2015-09-08,99.56464182659819
2015-09-09,186.71447788219103
2015-09-10,234.88624788050532
2015-09-11,191.29861042204587
2015-09-12,89.22520136183947
2015-09-13,130.63063708534995
2015-09-14,200.6764459674649
2015-09-15,121.69322137524877
2015-09-16,167.75277712584915
2015-09-17,180.98536213717347
2015-09-18,112.92278113687668
2015-09-19,147.618985757528
2015-09-20,20.349306397237086
2015-09-21,109.02449434662842
2015-09-22,139.8972739442736
2015-09-23,100.08867272140603
2015-09-24,215.2964521572654
2015-09-25,92.79434488157469
2015-09-26,132.39822053212066
2015-09-27,155.22962309144364
2015-09-28,207.65093156264462
2015-09-29,92.56551395282243
2015-09-30,196.52655008619837
2015-10-01,150.40932244078348
2015-10-02,110.73965395808196
2015-10-03,168.48413897053084
2015-10-04,157.9623878229388
2015-10-05,125.99132491364821
2015-10-06,152.79208339960076
2015-10-07,134.5874561255296
2015-10-08,154.54069381004993
2015-10-09,176.48522698084187
2015-10-10,213.4406726458141
2015-10-11,100.48738004692603
2015-10-12,235.32133498625066
2015-10-13,71.91648801909993
2015-10-14,143.92859619857666
2015-10-15,173.53268825938306
2015-10-16,161.2396747094013
2015-10-17,125.09201920717625
2015-10-18,141.67510998570899
2015-10-19,130.2799626136467
2015-10-20,126.42540972223154
2015-10-21,183.98408388084098
2015-10-22,164.2806194386019
2015-10-23,122.28361618957383
2015-10-24,185.98399501733002
2015-10-25,162.29198083506438
2015-10-26,182.5144847535584
2015-10-27,175.18515367694448
2015-10-28,116.84019956311711
2015-10-29,127.59275839212123
2015-10-30,179.89174420493046
2015-10-31,174.4148106173386
2015-11-01,149.16393624143407
2015-11-02,154.69309533235128
2015-11-03,201.106595831537
2015-11-04,126.33714444656681
2015-11-05,171.8838952468015
2015-11-06,141.91229390264425
2015-11-07,141.2927518709112
2015-11-08,193.9510740794876
2015-11-09,183.0166539595212
2015-11-10,182.54038544002555
2015-11-11,202.21915228617317
2015-11-12,150.84015366531037
2015-11-13,177.27811885179855
2015-11-14,137.58932973626176
2015-11-15,162.9666540995377
2015-11-16,144.79427782529262
2015-11-17,153.87983859970873
2015-11-18,173.80628101747655
2015-11-19,117.2711726706611
2015-11-20,233.69549102741843
2015-11-21,109.75930474001191
2015-11-22,101.43245548849072
2015-11-23,196.3244349400027
2015-11-24,181.66650775851744
2015-11-25,174.9647926820862
2015-11-26,175.1338203705712
2015-11-27,149.5101290861234
2015-11-28,114.10982514056674
2015-11-29,153.03218232774904
2015-11-30,122.91353153951553
2015-12-01,189.00478933671005
2015-12-02,144.11770473991444
2015-12-03,116.98011212829954
2015-12-04,137.14456633388028
2015-12-05,166.51725817102496
2015-12-06,127.451017887841
2015-12-07,117.11118417734275
2015-12-08,159.7474884596765
2015-12-09,159.7986628443489
2015-12-10,129.7222729851548
2015-12-11,131.1584677752671
2015-12-12,159.28199749430544
2015-12-13,92.07662634010703
2015-12-14,93.70144902493779
2015-12-15,121.26223114990256
2015-12-16,141.46211393152612
2015-12-17,162.4363026239202
2015-12-18,209.0142486779821
2015-12-19,184.30638492808077
2015-12-20,143.60245880146292
2015-12-21,149.23935168389244
2015-12-22,109.89882541448765
2015-12-23,149.2594745603044
2015-12-24,138.45365444319447
2015-12-25,162.90874241352358
2015-12-26,116.91076225790708
2015-12-27,170.7738605696469
2015-12-28,211.30955652010311
2015-12-29,145.6495940617257
2015-12-30,166.06846888395765
2015-12-31,177.6057596684445
2016-01-01,133.95118112456655
2016-01-02,158.96369927241668
2016-01-03,150.5036960312718
2016-01-04,153.90704394195328
2016-01-05,119.07960864578135
2016-01-06,150.9804069703577
2016-01-07,169.91993164981798
2016-01-08,208.04574431180168
2016-01-09,188.37083304340828
2016-01-10,236.12729830046226
2016-01-11,119.30609748447802
2016-01-12,184.89282546882714
2016-01-13,157.33368022953408
2016-01-14,237.59211732870688
2016-01-15,117.66806858579395
2016-01-16,116.41112631276896
2016-01-17,126.02429418223912
2016-01-18,65.04417102760772
2016-01-19,128.96979913276957
2016-01-20,119.63469353785209
2016-01-21,156.01575145904832
2016-01-22,163.67023903108637
2016-01-23,225.04683356863546
2016-01-24,188.016953527442
2016-01-25,126.92385377350388
2016-01-26,114.06341314606568
2016-01-27,169.67676686026022
2016-01-28,97.1906717191743
2016-01-29,223.25835063417415
2016-01-30,197.17760482885149
2016-01-31,131.2329739158118
2016-02-01,81.4746188363649
2016-02-02,204.1548949666165
2016-02-03,145.41840618989528
2016-02-04,199.51265247893846
2016-02-05,86.22289364822532
2016-02-06,126.02499908184909
2016-02-07,150.20974798872732
2016-02-08,151.8792237505897
2016-02-09,131.99738114083024
2016-02-10,174.91399729389994
2016-02-11,107.29518282469623
2016-02-12,144.30482059914826
2016-02-13,154.81182526847596
2016-02-14,170.57755336234996
2016-02-15,178.4645951235556
2016-02-16,105.01431632648523
2016-02-17,88.63543317057511
2016-02-18,201.10707287594036
2016-02-19,163.29256047918366
2016-02-20,120.06053853773786
2016-02-21,212.04607902090092
2016-02-22,154.62698537171434
2016-02-23,197.17188736255306
2016-02-24,152.70073925640435
2016-02-25,232.42991699527948
2016-02-26,220.21363369772817
2016-02-27,140.04143406083705
2016-02-28,188.86283803817423
2016-02-29,175.8150379834059
2016-03-01,204.74526230129396
2016-03-02,111.40306157679582
2016-03-03,177.44205839993757
2016-03-04,192.33697947398352
2016-03-05,79.65042054307543
2016-03-06,102.669659493369
2016-03-07,68.43071288959598
2016-03-08,139.2237266222177
2016-03-09,178.70169023183848
2016-03-10,210.0942820838411
2016-03-11,152.963791216791
2016-03-12,215.14462182285166
2016-03-13,94.79594167140434
2016-03-14,81.86470242579381
2016-03-15,147.77809204413524
2016-03-16,165.3626179575723
2016-03-17,148.69221007623628
2016-03-18,67.30231599840494
2016-03-19,146.43519841948847
2016-03-20,97.82121997980587
2016-03-21,176.78690195320155
2016-03-22,164.66392984387392
2016-03-23,112.4048085469058
2016-03-24,129.44532330653226
2016-03-25,107.63145912444193
2016-03-26,147.49283610907312
2016-03-27,188.20569282004953
2016-03-28,110.57095814657825
2016-03-29,170.16186062071378
2016-03-30,128.78969526510235
2016-03-31,118.28508670950623
2016-04-01,145.7187856018177
2016-04-02,108.59030710322503
2016-04-03,127.85402778611271
2016-04-04,102.08488429644606
2016-04-05,228.58900531665557
2016-04-06,151.41054207886916
2016-04-07,122.01097968029657
2016-04-08,158.55919642936888
2016-04-09,145.5068780123668
2016-04-10,141.16121601867107
2016-04-11,174.566668001737
2016-04-12,180.3003084018922
2016-04-13,128.7799540955789
2016-04-14,126.9672703742128
2016-04-15,138.99793211393424
2016-04-16,57.9231534105766
2016-04-17,89.39235751205791
2016-04-18,204.674970697781
2016-04-19,215.79870854005134
2016-04-20,140.03855841774487
2016-04-21,173.06227852223066
2016-04-22,162.45000618174146
2016-04-23,273.15523233820954
2016-04-24,194.78299645738306
2016-04-25,144.88329634076933
2016-04-26,111.77838237598297
2016-04-27,85.7421471896971
2016-04-28,158.13854543468892
2016-04-29,119.74597018862787
2016-04-30,93.10985161609304
2016-05-01,124.13708463029894
2016-05-02,106.7380798554242
2016-05-03,217.48566540290258
2016-05-04,185.26559027797802
2016-05-05,149.68109434733532
2016-05-06,209.19776555560105
2016-05-07,153.09473230590473
2016-05-08,115.54863194686945
2016-05-09,210.9249630907863
2016-05-10,171.55640174738636
2016-05-11,108.51015382694175
2016-05-12,142.38645287665568
2016-05-13,114.97526986460971
2016-05-14,94.68801076142655
2016-05-15,187.04710190126565
2016-05-16,226.37666561880522
2016-05-17,94.05729704723436
2016-05-18,172.51876946762283
2016-05-19,123.97429723512693
2016-05-20,130.51498464941216
2016-05-21,126.30424303044524
2016-05-22,115.44036921280735
2016-05-23,151.94086511779307
2016-05-24,116.76199534355848
2016-05-25,160.81827303119354
2016-05-26,147.99047562203452
2016-05-27,140.4420781253436
2016-05-28,113.69745351833609
2016-05-29,126.9291467772667
2016-05-30,180.21564903303025
2016-05-31,170.03668750497522
2016-06-01,110.89779020805796
2016-06-02,153.97329221716905
2016-06-03,180.05548493487157
2016-06-04,83.22378875514514
2016-06-05,171.7344076951974
2016-06-06,123.49504964216614
2016-06-07,172.82394674372637
2016-06-08,119.46963373829932
2016-06-09,77.80471597341923
2016-06-10,84.8983024846735
2016-06-11,151.92339786645528
2016-06-12,160.38890006885927
2016-06-13,113.82733499582366
2016-06-14,175.54369835109495
2016-06-15,83.5391975092416
2016-06-16,147.35680805410735
2016-06-17,101.55935200950174
2016-06-18,123.92655568791363
2016-06-19,151.89594685265655
2016-06-20,115.58346538864191
2016-06-21,134.61777823080698
2016-06-22,190.2517123685776
2016-06-23,126.92432521907405
2016-06-24,183.42768448260568
2016-06-25,104.81172581369528
2016-06-26,171.1921671166113
2016-06-27,207.66274482631601
2016-06-28,51.13421999490842
2016-06-29,118.12418978118093
2016-06-30,173.0828850872216
2016-07-01,141.87818455828028
2016-07-02,164.84583493485235
2016-07-03,125.84059253136718
2016-07-04,153.463591498916
2016-07-05,143.77291058431683
2016-07-06,196.71128246639228
2016-07-07,160.17683373204852
2016-07-08,163.5041064830081
2016-07-09,133.5249213551013
2016-07-10,130.49575103710026
2016-07-11,132.69767248721516
2016-07-12,165.77808569513186
2016-07-13,133.16062076718947
2016-07-14,161.59099427585653
2016-07-15,233.01603194581756
2016-07-16,184.8449881372677
2016-07-17,136.95905871328637
2016-07-18,198.04855688655778
2016-07-19,133.67698507913795
2016-07-20,68.47501859288585
2016-07-21,109.67654756330384
2016-07-22,75.16832315896578
2016-07-23,135.93946063834767
2016-07-24,150.73673516758205
2016-07-25,217.05749249101132
2016-07-26,163.0770949505665
2016-07-27,141.23597884764544
2016-07-28,183.17622324733958
2016-07-29,61.5545876396846
2016-07-30,159.42458232434262
2016-07-31,180.83460775547866
2016-08-01,90.85655016880634
2016-08-02,195.75016172827716
2016-08-03,163.53985629977657
2016-08-04,133.38848344396794
2016-08-05,175.3112746442514
2016-08-06,240.82771431217583
2016-08-07,157.2746502023398
2016-08-08,159.92882345201343
2016-08-09,131.62556401839024
2016-08-10,116.00622522140833
2016-08-11,183.21343266176982
2016-08-12,115.75664696364531
2016-08-13,152.8626494887757
2016-08-14,130.89370212939534
2016-08-15,169.1591930298557
2016-08-16,163.34648421147793
2016-08-17,191.50159777031598
2016-08-18,129.5993440458101
2016-08-19,139.20500258826516
2016-08-20,110.8494513687077
2016-08-21,132.22826959695553
2016-08-22,165.0920197217941
2016-08-23,180.2795446658141
2016-08-24,113.11338703289499
2016-08-25,184.7842368042264
2016-08-26,204.22551435219805
2016-08-27,166.53739612894805
2016-08-28,225.07183250232265
2016-08-29,119.04843203585708
2016-08-30,100.21381186754331
2016-08-31,78.85119004382885
2016-09-01,209.84177245956732
2016-09-02,176.17462625416232
2016-09-03,147.7766131635818
2016-09-04,161.19874505279282
2016-09-05,104.98043810806493
2016-09-06,247.83007918467305
2016-09-07,155.1688472790091
2016-09-08,154.3757917841957
2016-09-09,179.03066495594769
2016-09-10,169.24036926946854
2016-09-11,158.95536097116525
2016-09-12,118.38102178218753
2016-09-13,168.85873428543982
2016-09-14,225.28097985900135
2016-09-15,203.8168018461991
2016-09-16,213.72746506557587
2016-09-17,129.5513729427526
2016-09-18,110.41580718965676
2016-09-19,144.96852319601408
2016-09-20,152.22899649154778
2016-09-21,193.76766073883795
2016-09-22,82.30141481140723
2016-09-23,211.18201277842456
2016-09-24,143.67968405684041
2016-09-25,132.9247572021032
2016-09-26,109.5158249895933
2016-09-27,83.80573312536923
2016-09-28,182.92682335847658
2016-09-29,152.93271868753615
2016-09-30,98.40156401035784
2016-10-01,98.19684911745536
2016-10-02,136.56861202839488
2016-10-03,216.7608610115757
2016-10-04,139.6163459454558
2016-10-05,89.87428187527576
2016-10-06,140.17027743656223
2016-10-07,139.09105721009317
2016-10-08,42.12453428233714
2016-10-09,147.8282053392875
2016-10-10,140.76261879165287
2016-10-11,177.84825459253673
2016-10-12,223.9582437978138
2016-10-13,195.06260118191028
2016-10-14,139.24445237780677
2016-10-15,105.73896365033319
2016-10-16,252.93439212999442
2016-10-17,152.36873736057953
2016-10-18,150.55717167651784
2016-10-19,149.03499651559986
2016-10-20,157.9233904307142
2016-10-21,144.2255835230423
2016-10-22,127.05351972479055
2016-10-23,128.1256423503843
2016-10-24,148.68986919136006
2016-10-25,128.2630091546494
2016-10-26,121.48616869291342
2016-10-27,154.25720910767586
2016-10-28,139.80091130316578
2016-10-29,210.15971954330755
2016-10-30,43.96120766427953
2016-10-31,193.66027407689847
2016-11-01,199.84340769990516
2016-11-02,67.06439070367402
2016-11-03,136.29249623678606
2016-11-04,135.14236536016836
2016-11-05,93.69953221128715
2016-11-06,118.88733249636499
2016-11-07,105.57696618136686
2016-11-08,220.09081773694493
2016-11-09,187.42713572589844
2016-11-10,200.86220379976635
2016-11-11,178.8668825617294
2016-11-12,104.83792915131083
2016-11-13,129.01918934880905
2016-11-14,169.57498244911673
2016-11-15,101.11488764432218
2016-11-16,178.51993720689552
2016-11-17,140.3869840736746
2016-11-18,135.0071676980161
2016-11-19,178.43839872813965
2016-11-20,167.7705324594416
2016-11-21,135.5613533672368
2016-11-22,196.37319213456993
2016-11-23,106.7574668960041
2016-11-24,174.63742427777055
2016-11-25,173.72405031873535
2016-11-26,137.61814242744038
2016-11-27,163.04532088968472
2016-11-28,99.95545694458788
2016-11-29,186.96108076827605
2016-11-30,142.60391454228045
2016-12-01,129.09107917923842
2016-12-02,191.96036903347556
2016-12-03,121.82625237828964
2016-12-04,93.66154814545762
2016-12-05,87.73483305904385
2016-12-06,174.24039805382557
2016-12-07,98.78282590014868
2016-12-08,220.19176727937457
2016-12-09,66.72282368465112
2016-12-10,217.85825473160153
2016-12-11,158.44069868810473
2016-12-12,146.1314755251843
2016-12-13,128.20323652764202
2016-12-14,165.96544457408282
2016-12-15,148.49461190300607
2016-12-16,194.13207528066084
2016-12-17,154.56910594648159
2016-12-18,156.0120704584751
2016-12-19,135.45551151144576
2016-12-20,147.7221750511573
2016-12-21,162.31207075568236
2016-12-22,81.59326429373498
2016-12-23,96.07258311577148
2016-12-24,179.7305637609086
2016-12-25,156.83461752511766
2016-12-26,142.64066654589283
2016-12-27,150.73735732261574
2016-12-28,163.90326821446683
2016-12-29,128.40961278762555
2016-12-30,118.86781098390749
2016-12-31,157.83381020390726
2017-01-01,110.86508889539871
2017-01-02,166.33011022857886
2017-01-03,81.89665583048638
2017-01-04,191.16622549302576
2017-01-05,168.90389929652173
2017-01-06,160.24118937255503
2017-01-07,189.30763935782056
2017-01-08,216.61897777850305
2017-01-09,190.5748026007252
2017-01-10,76.36503074673419
2017-01-11,98.81692133057194
2017-01-12,125.00725689217285
2017-01-13,151.04364200843335
2017-01-14,170.70636081876492
2017-01-15,120.97024747386138
2017-01-16,157.47067057908313
2017-01-17,119.7846827058671
2017-01-18,125.53928788032206
2017-01-19,93.73355612607111
2017-01-20,113.07067015556383
2017-01-21,95.93261577534665
2017-01-22,110.9650698809067
2017-01-23,192.14567186431358
2017-01-24,112.02404444672229
2017-01-25,255.29528259349564
2017-01-26,169.73271603523557
2017-01-27,157.39344494779496
2017-01-28,115.66568879275147
2017-01-29,178.01239517635966
2017-01-30,126.97448695048905
2017-01-31,154.88039258581446
2017-02-01,252.4033815307518
2017-02-02,146.157604011014
2017-02-03,195.97093305142704
2017-02-04,121.8729429949645
2017-02-05,148.60046038012152
2017-02-06,220.8320254254204
2017-02-07,124.9213176884893
2017-02-08,222.49794231987715
2017-02-09,178.310077418219
2017-02-10,127.50132896422929
2017-02-11,175.29630956222084
2017-02-12,188.9021779850692
2017-02-13,174.87239848868785
2017-02-14,87.19101120438174
2017-02-15,120.91451296700527
2017-02-16,140.0992545779398
2017-02-17,147.02266283599815
2017-02-18,174.82688390202713
2017-02-19,157.10804003733014
2017-02-20,96.58622565159595
2017-02-21,165.20791404023853
2017-02-22,174.42342981135292
2017-02-23,172.3916179172416
2017-02-24,193.23122902218486
2017-02-25,183.35688618195616
2017-02-26,168.36720316913747
2017-02-27,147.19337154165413
2017-02-28,83.56156265936035
2017-03-01,167.18472876530342
2017-03-02,158.30750748652446
2017-03-03,160.86315348781494
2017-03-04,98.93005696718762
2017-03-05,106.7577383836695
2017-03-06,192.12611413331615
2017-03-07,148.4177938457338
2017-03-08,177.26002789490497
2017-03-09,151.13273504521845
2017-03-10,151.19024557982982
2017-03-11,187.5313522390399
2017-03-12,129.35821087130503
2017-03-13,153.84483107763933
2017-03-14,131.5089884517983
2017-03-15,132.62015090270737
2017-03-16,137.63311506125441
2017-03-17,158.88535086534853
2017-03-18,130.8500551334609
2017-03-19,200.23024502294084
2017-03-20,114.21570791121985
2017-03-21,142.52513423354563
2017-03-22,132.410757669033
2017-03-23,207.8791153741493
2017-03-24,157.86219106046298
2017-03-25,191.2737815787454
2017-03-26,90.57758507852112
2017-03-27,160.68201063477036
2017-03-28,185.58523182493747
2017-03-29,153.29135957101695
2017-03-30,192.61921500261406
2017-03-31,129.3084619959851
2017-04-01,206.3738976074232
2017-04-02,241.95592494477
2017-04-03,135.48645758241364
2017-04-04,132.17989914396912
2017-04-05,208.13537908470803
2017-04-06,213.1828858292285
2017-04-07,129.08559891386926
2017-04-08,133.1925273161657
2017-04-09,138.7286156455797
2017-04-10,96.22197955862892
2017-04-11,113.25392214063207
2017-04-12,109.83436932991728
2017-04-13,119.28809739583485
2017-04-14,148.61260450452875
2017-04-15,159.36858930146082
2017-04-16,212.02001971256308
2017-04-17,110.06583837044836
2017-04-18,189.37289593906334
2017-04-19,141.44044623097963
2017-04-20,148.02145161390268
2017-04-21,176.99277968666416
2017-04-22,105.09111913750806
2017-04-23,165.29638984736204
2017-04-24,156.65808832852224
2017-04-25,169.69805056032595
2017-04-26,161.5667457563127
2017-04-27,248.21200559643577
2017-04-28,124.49040062994736
2017-04-29,128.7601217999273
2017-04-30,125.07437894300942
2017-05-01,127.78091523358981
2017-05-02,124.50451490773929
2017-05-03,197.56066124430208
2017-05-04,206.8201699195942
2017-05-05,127.17014825002096
2017-05-06,116.70577707583085
2017-05-07,168.85662225545616
2017-05-08,127.91107822876114
2017-05-09,175.31727271022044
2017-05-10,158.116920834052
2017-05-11,89.37023540011072
2017-05-12,211.90020805320245
2017-05-13,221.8351069238209
2017-05-14,125.48845238062455
2017-05-15,134.49193760256063
2017-05-16,161.4346156289962
2017-05-17,163.378271599481
2017-05-18,176.3417709069132
2017-05-19,230.40818155065398
2017-05-20,142.922110900238
2017-05-21,118.06811021846185
2017-05-22,94.82723087941892
2017-05-23,120.76279840232324
2017-05-24,148.6749210850481
2017-05-25,221.78231454071152
2017-05-26,129.29554803855314
2017-05-27,158.95151806555594
2017-05-28,149.34308415708992
2017-05-29,197.53573093792335
2017-05-30,251.07729703494488
2017-05-31,128.76524908318717
2017-06-01,130.42242229927112
2017-06-02,191.76643508276288
2017-06-03,177.27565958505247
2017-06-04,223.86829302944136
2017-06-05,173.35712741303854
2017-06-06,135.62831636851763
2017-06-07,173.62619322769237
2017-06-08,194.3481432233163
2017-06-09,182.81928724789458
2017-06-10,170.2909612442919
2017-06-11,192.66698758356614
2017-06-12,196.7718236178269
2017-06-13,205.2863596415011
2017-06-14,175.94839550358572
2017-06-15,143.31527678732581
2017-06-16,155.8685474573329
2017-06-17,198.26035866033428
2017-06-18,117.32257316051056
2017-06-19,164.74693235491605
2017-06-20,134.26644750690556
2017-06-21,151.1497929173927
2017-06-22,201.13807450429195
2017-06-23,157.64396272079614
2017-06-24,151.85746192624595
2017-06-25,95.60575436080323
2017-06-26,179.85014264108884
2017-06-27,175.819367245643
2017-06-28,236.5301889322184
2017-06-29,137.68887060187996
2017-06-30,158.76601310655755
2017-07-01,159.9753473484302
2017-07-02,213.098131190539
2017-07-03,146.1881787045219
2017-07-04,161.16086103081358
2017-07-05,174.31586038866158
2017-07-06,157.46436492625432
2017-07-07,132.14265541797886
2017-07-08,157.76359971593232
2017-07-09,192.94526999439088
2017-07-10,108.9393880235576
2017-07-11,155.31878696587503
2017-07-12,121.99516740243307
2017-07-13,197.8018651569937
2017-07-14,89.07252380864901
2017-07-15,127.64312610913646
2017-07-16,165.08847500258082
2017-07-17,212.62096116937363
2017-07-18,147.3699895570805
2017-07-19,127.79201893227207
2017-07-20,225.2462827776236
2017-07-21,92.07944398335025
