date,reservoir_level
2015-05-04,504.2364580612383
2015-05-05,504.4333161517644
2015-05-06,504.6777469603262
2015-05-07,503.774607043498
2015-05-08,503.8876964715527
2015-05-09,503.39437944473394
2015-05-10,503.86604171651715
2015-05-11,504.1590747212692
2015-05-12,503.73262421227133
2015-05-13,504.52738063235535
2015-05-14,503.8139394769108
2015-05-15,503.6694406605121
2015-05-16,503.5112823893949
2015-05-17,503.0489033611532
2015-05-18,503.49635827195397
2015-05-19,503.61444565540364
2015-05-20,503.36143549083386
2015-05-21,503.43767213012376
2015-05-22,503.0125295781364
2015-05-23,502.7175130975511
2015-05-24,503.1065691334538
2015-05-25,503.1700136626428
2015-05-26,502.94610056747376
2015-05-27,503.0258973008525
2015-05-28,503.18519057212376
2015-05-29,503.11285885945733
2015-05-30,503.0750355545855
2015-05-31,503.06177049765876
2015-06-01,502.785238696863
2015-06-02,502.65493651665565
2015-06-03,503.2148473581326
2015-06-04,502.6756457746147
2015-06-05,501.94796689770646
2015-06-06,501.463974149166
2015-06-07,502.0352371753081
2015-06-08,502.3034692866025
2015-06-09,502.35841897124743
2015-06-10,501.3953311764472
2015-06-11,502.1074104461413
2015-06-12,502.18909949097826
2015-06-13,501.8977896320221
2015-06-14,501.7391652016364
2015-06-15,501.43786531171236
2015-06-16,501.2246619585624
2015-06-17,501.6401375810123
2015-06-18,501.4761216335739
2015-06-19,501.02842397550006
2015-06-20,502.09227413091656
2015-06-21,500.38734650069404
2015-06-22,500.81395462370466
2015-06-23,500.51352088708865
2015-06-24,500.89077944099574
2015-06-25,499.8723347662003
2015-06-26,501.0742448971763
2015-06-27,500.88316899482476
2015-06-28,500.50223873723337
2015-06-29,500.1853584906475
2015-06-30,500.5101114843291
2015-07-01,500.26910340941663
2015-07-02,500.4324200385868
2015-07-03,499.91660958810473
2015-07-04,499.80698851069184
2015-07-05,500.2246962813341
2015-07-06,499.9611503388138
2015-07-07,499.5522510244473
2015-07-08,499.6832742176732
2015-07-09,499.5244845786325
2015-07-10,499.55202299297275
2015-07-11,499.7876923257483
2015-07-12,499.05494753955065
2015-07-13,498.85229650117867
2015-07-14,499.13511981971084
2015-07-15,498.72675534229444
2015-07-16,498.4930967622892
2015-07-17,499.1713097297615
2015-07-18,498.5757951032827
2015-07-19,497.86062825069996
2015-07-20,498.8644075558988
2015-07-21,498.26820501694414
2015-07-22,498.5930836128968
2015-07-23,498.71429715490507
2015-07-24,498.2762583710383
2015-07-25,497.30621909607254
2015-07-26,497.2555106261791
2015-07-27,497.69316307430734
2015-07-28,497.8611345863133
2015-07-29,498.28631110515175
2015-07-30,497.8458145137106
2015-07-31,498.69988910448245
2015-08-01,496.98080249757214
2015-08-02,497.5510004392944
2015-08-03,497.25014512415856
2015-08-04,497.44879965505805
2015-08-05,497.9830081448332
2015-08-06,497.9365022640481
2015-08-07,497.16134483746714
2015-08-08,497.41403692658224
2015-08-09,497.0863894930146
2015-08-10,496.50167799405824
2015-08-11,496.8700579585869
2015-08-12,496.59574842320575
2015-08-13,496.7070946555295
2015-08-14,496.3267451663078
2015-08-15,496.66600260880585
2015-08-16,496.66357300675656
2015-08-17,496.76140700922775
2015-08-18,496.543084611575
2015-08-19,497.01347896002954
2015-08-20,497.17808872063466
2015-08-21,496.0820622044602
2015-08-22,496.5756809742075
2015-08-23,496.97840133155165
2015-08-24,496.4770624768737
2015-08-25,496.3127556818661
2015-08-26,495.2454727390862
2015-08-27,495.70056596299867
2015-08-28,495.7097421365896
2015-08-29,496.38146849386004
2015-08-30,495.48759220072856
2015-08-31,495.7001791103745
2015-09-01,496.02619475538825
2015-09-02,495.3368361479408
2015-09-03,495.7170715169234
2015-09-04,495.62456553823614
2015-09-05,495.876833490673
2015-09-06,495.7517866554024
2015-09-07,495.70275682847745
2015-09-08,495.49709335791675
2015-09-09,494.71269278807927
2015-09-10,495.4066025106191
2015-09-11,495.34189798505076
2015-09-12,495.5968181957565
2015-09-13,495.0928470283172
2015-09-14,495.2519585004008
2015-09-15,495.23921411754276
2015-09-16,494.90089658121644
2015-09-17,494.7020810562599
2015-09-18,495.29531374264263
2015-09-19,495.525745807503
2015-09-20,494.8544634394157
2015-09-21,495.0005563370955
2015-09-22,495.40417299503554
2015-09-23,495.4291852254138
2015-09-24,495.13868322202666
2015-09-25,495.2008712092427
2015-09-26,495.23855760892917
2015-09-27,495.3021707370289
2015-09-28,494.5826835891676
2015-09-29,495.7731063576337
2015-09-30,495.11227276300764
2015-10-01,495.29253224211453
2015-10-02,494.69528570061465
2015-10-03,494.92653510858105
2015-10-04,495.15405657413515
2015-10-05,494.2853467316151
2015-10-06,494.65197840809867
2015-10-07,494.7291211500815
2015-10-08,494.51605586477893
2015-10-09,495.079690678275
2015-10-10,495.01884053437675
2015-10-11,495.6306381657999
2015-10-12,494.62702854118857
2015-10-13,495.1847993433695
2015-10-14,494.75591830034364
2015-10-15,494.43960058875297
2015-10-16,495.3815230610959
2015-10-17,495.43602263591237
2015-10-18,495.4114423972626
2015-10-19,494.68823190048346
2015-10-20,495.27391713183465
2015-10-21,495.506487010618
2015-10-22,495.67686833487704
2015-10-23,495.5771759290431
2015-10-24,495.74314901965516
2015-10-25,495.81665892141444
2015-10-26,495.4656292464031
2015-10-27,495.65842613497915
2015-10-28,495.89555984058796
2015-10-29,495.6897474239258
2015-10-30,496.05262642084006
2015-10-31,495.96346655023007
2015-11-01,495.4026263936193
2015-11-02,495.1764318490672
2015-11-03,495.7510528166121
2015-11-04,495.31663557530715
2015-11-05,495.86934246133285
2015-11-06,495.8813680540978
2015-11-07,496.4541486125427
2015-11-08,496.1864678773602
2015-11-09,496.4274641807975
2015-11-10,495.8934726778566
2015-11-11,496.75535602669714
2015-11-12,496.55626755781196
2015-11-13,496.42622835476914
2015-11-14,495.5901824795251
2015-11-15,496.84294672963915
2015-11-16,497.140503459366
2015-11-17,496.49645890672605
2015-11-18,496.56645727576006
2015-11-19,496.40992036292135
2015-11-20,496.02773195810886
2015-11-21,496.52040609055604
2015-11-22,497.474792309272
2015-11-23,497.30935387737
2015-11-24,496.63631486823516
2015-11-25,496.7825966367791
2015-11-26,497.93742130398334
2015-11-27,496.7456267349489
2015-11-28,496.9386614391895
2015-11-29,497.12496325448535
2015-11-30,496.8263562950332
2015-12-01,497.2280992188109
2015-12-02,497.3084798387114
2015-12-03,497.23153790357975
2015-12-04,498.19937363701615
2015-12-05,497.2778909813275
2015-12-06,497.764957437044
2015-12-07,497.54867721488176
2015-12-08,497.89385971747123
2015-12-09,497.68743347622734
2015-12-10,498.1667226762564
2015-12-11,498.34504703775747
2015-12-12,498.85795945384336
2015-12-13,498.1427776694164
2015-12-14,499.10695535508074
2015-12-15,498.2190982488739
2015-12-16,498.5291784097195
2015-12-17,499.4131856070155
2015-12-18,499.95175266010534
2015-12-19,499.54859491896946
2015-12-20,498.8687611016586
2015-12-21,499.2484337948328
2015-12-22,499.4001077615346
2015-12-23,499.3500502352098
2015-12-24,498.89380306755197
2015-12-25,499.4760437568304
2015-12-26,499.26532444895366
2015-12-27,499.1659071481284
2015-12-28,499.5144662841941
2015-12-29,499.85099516687256
2015-12-30,500.2113458746759
2015-12-31,499.79520733504484
2016-01-01,499.9513513342051
2016-01-02,500.39038865515255
2016-01-03,500.1831670103039
2016-01-04,500.3933943855049
2016-01-05,500.35784536872393
2016-01-06,500.49353819001794
2016-01-07,500.06650118320596
2016-01-08,500.6325596541582
2016-01-09,501.24011919280804
2016-01-10,500.8217180583726
2016-01-11,500.5055451371165
2016-01-12,501.5143332018212
2016-01-13,501.29667211213274
2016-01-14,501.39927839846564
2016-01-15,501.47221676555534
2016-01-16,500.8088921529788
2016-01-17,501.60162197098185
2016-01-18,501.97901446010786
2016-01-19,501.31532203740477
2016-01-20,500.8177514992268
2016-01-21,501.8167494793422
2016-01-22,501.76444931324056
2016-01-23,501.2126150509946
2016-01-24,502.1535815143158
2016-01-25,502.20275009346545
2016-01-26,501.4827913326908
2016-01-27,502.90297121997787
2016-01-28,502.52506257303446
2016-01-29,501.5452173043765
2016-01-30,502.70489311111174
2016-01-31,502.76860032686113
2016-02-01,503.0932695549972
2016-02-02,502.3515643475722
2016-02-03,503.007514362224
2016-02-04,502.6518192698456
2016-02-05,502.59536006485746
2016-02-06,502.54259120750396
2016-02-07,502.1971213443949
2016-02-08,503.24345737545264
2016-02-09,502.9860812206264
2016-02-10,502.0703506067764
2016-02-11,503.2587006310563
2016-02-12,503.75690246609275
2016-02-13,502.83519977167117
2016-02-14,503.1361905958359
2016-02-15,503.65982251134585
2016-02-16,502.52109584218107
2016-02-17,503.3913171158781
2016-02-18,503.80250846622954
2016-02-19,503.4974105115887
2016-02-20,503.25954447733466
2016-02-21,503.33448404452434
2016-02-22,503.24431073800764
2016-02-23,503.68942744742714
2016-02-24,504.41762483382723
2016-02-25,504.9908522851894
2016-02-26,504.1105074127306
2016-02-27,504.45205965448196
2016-02-28,503.8159304595203
2016-02-29,503.4018566967496
2016-03-01,505.0241646688465
2016-03-02,504.0892172116541
2016-03-03,504.6571948396209
2016-03-04,504.47425738912716
2016-03-05,504.8485650734213
2016-03-06,504.8709061499648
2016-03-07,504.6375669221452
2016-03-08,504.71745889309597
2016-03-09,505.08189955048016
2016-03-10,504.46614721649735
2016-03-11,505.28405852704327
2016-03-12,504.4090783358508
2016-03-13,504.75187221579284
2016-03-14,505.00053412144274
2016-03-15,504.12344114829176
2016-03-16,505.35262055403683
2016-03-17,505.01362379844994
2016-03-18,506.1656066751838
2016-03-19,505.6980152039069
2016-03-20,504.8804577851086
2016-03-21,505.6166870641434
2016-03-22,505.2575699471486
2016-03-23,505.02580541634615
2016-03-24,504.28288443607374
2016-03-25,504.389018046138
2016-03-26,504.97051520429517
2016-03-27,504.7794855133268
2016-03-28,505.0750979497917
2016-03-29,505.5398855358429
2016-03-30,505.34135892623976
2016-03-31,504.7198206343698
2016-04-01,505.36979815617946
2016-04-02,504.6341960700409
2016-04-03,504.5414389667408
2016-04-04,505.14803047098553
2016-04-05,504.6651365665554
2016-04-06,504.7282839467668
2016-04-07,505.375220189673
2016-04-08,505.23182058006506
2016-04-09,504.8097098302128
2016-04-10,504.2965898322785
2016-04-11,504.639297624914
2016-04-12,505.695466621073
2016-04-13,505.2890685491527
2016-04-14,505.4542546179182
2016-04-15,504.9681480976956
2016-04-16,504.7047986144743
2016-04-17,505.1853404915887
2016-04-18,505.31261695115774
2016-04-19,504.5831817056258
2016-04-20,504.46358025710174
2016-04-21,504.1127363874402
2016-04-22,504.39685083243523
2016-04-23,504.92938009299564
2016-04-24,504.3915200131967
2016-04-25,504.9695577380791
2016-04-26,505.34921639447225
2016-04-27,504.5364048814613
2016-04-28,504.4827591814506
2016-04-29,504.67017331273547
2016-04-30,504.1811119268376
2016-05-01,504.1107832819899
2016-05-02,504.08025363198107
2016-05-03,503.8252900238568
2016-05-04,504.59843219840053
2016-05-05,503.99362730770116
2016-05-06,504.58931499379344
2016-05-07,504.30774751776585
2016-05-08,504.03698375174326
2016-05-09,504.3188113653477
2016-05-10,503.56525697617406
2016-05-11,503.57699443953356
2016-05-12,504.1199585099849
2016-05-13,502.900478895241
2016-05-14,503.7277022026116
2016-05-15,503.90006685755867
2016-05-16,504.1291427264999
2016-05-17,504.15083820053104
2016-05-18,503.43133932786594
2016-05-19,503.7293368399939
2016-05-20,503.0362538921927
2016-05-21,503.1163691499017
2016-05-22,503.7756227565745
2016-05-23,503.14643600804897
2016-05-24,503.1591719583647
2016-05-25,502.61403327840907
2016-05-26,503.127405492654
2016-05-27,503.1902155215116
2016-05-28,503.107163134405
2016-05-29,502.2619355784111
2016-05-30,503.0741708782123
2016-05-31,502.2018744322213
2016-06-01,502.5167003296481
2016-06-02,501.80542223053664
2016-06-03,502.3055601418073
2016-06-04,501.8998867957868
2016-06-05,502.0450712328524
2016-06-06,502.1712125069002
2016-06-07,502.400136908757
2016-06-08,502.307794536516
2016-06-09,500.9765115770925
2016-06-10,502.10298856559206
2016-06-11,501.83386081656676
2016-06-12,501.44643978055086
2016-06-13,501.237034070347
2016-06-14,501.4824314725527
2016-06-15,501.5174014843948
2016-06-16,501.493652895114
2016-06-17,501.18052427578874
2016-06-18,500.166319177838
2016-06-19,500.89410599651734
2016-06-20,500.5346465042028
2016-06-21,501.74580957424666
2016-06-22,500.8627706200193
2016-06-23,501.0505694909602
2016-06-24,500.9230250774742
2016-06-25,500.7077603700769
2016-06-26,500.33162391895337
2016-06-27,500.19491389315095
2016-06-28,499.5184205797134
2016-06-29,500.2976510092057
2016-06-30,500.27497063689697
2016-07-01,500.0496850048395
2016-07-02,500.04016400239243
2016-07-03,499.4142145254675
2016-07-04,499.6931736908252
2016-07-05,499.4649210611021
2016-07-06,499.90501634695653
2016-07-07,499.56966596490656
2016-07-08,499.2117376609781
2016-07-09,499.3182304161729
2016-07-10,498.88113181689044
2016-07-11,499.0806106568571
2016-07-12,499.3601277937221
2016-07-13,498.5095657508924
2016-07-14,498.93373517248193
2016-07-15,498.57424633187526
2016-07-16,498.25794334416014
2016-07-17,499.4534071457544
2016-07-18,499.1258956490983
2016-07-19,498.3026642260703
2016-07-20,498.343917026962
2016-07-21,497.5693173395599
2016-07-22,497.6600918220648
2016-07-23,497.7652504400237
2016-07-24,498.1229308334485
2016-07-25,498.01093087013294
2016-07-26,498.1105380806699
2016-07-27,498.1709207436026
2016-07-28,497.93293152044134
2016-07-29,497.3120595561114
2016-07-30,497.7977945429818
2016-07-31,497.84657857828506
2016-08-01,497.34649413699435
2016-08-02,496.7045346635279
2016-08-03,497.8431879420273
2016-08-04,497.33212173250814
2016-08-05,496.11569615018163
2016-08-06,497.98179005790655
2016-08-07,496.8918834927774
2016-08-08,497.9895607603394
2016-08-09,497.09634407874165
2016-08-10,496.79667746237607
2016-08-11,496.88446239945165
2016-08-12,496.4615349277578
2016-08-13,496.70495027704237
2016-08-14,497.4208394590182
2016-08-15,496.1943088006102
2016-08-16,496.705290301036
2016-08-17,496.1432658986735
2016-08-18,496.30421842547514
2016-08-19,497.10345037557113
2016-08-20,496.46583778890056
2016-08-21,496.4970777287524
2016-08-22,496.17182727540296
2016-08-23,497.16750611462373
2016-08-24,495.6564345994463
2016-08-25,495.3526940478318
2016-08-26,496.6081891511206
2016-08-27,495.7316955930387
2016-08-28,496.00019576177345
2016-08-29,496.4756311601225
2016-08-30,495.9127533397284
2016-08-31,496.5911591200858
2016-09-01,495.7100852963219
2016-09-02,495.3304172732674
2016-09-03,494.6316341507254
2016-09-04,495.6539161879791
2016-09-05,494.6011185204231
2016-09-06,495.58886995457556
2016-09-07,496.00749850312286
2016-09-08,495.38288270995577
2016-09-09,495.4331378870491
2016-09-10,495.69212392000173
2016-09-11,495.5638179428898
2016-09-12,495.73174221448886
2016-09-13,495.23281073561395
2016-09-14,494.3143762666009
2016-09-15,495.66100199987824
2016-09-16,495.0722623052382
2016-09-17,494.79494044724044
2016-09-18,495.2608307865386
2016-09-19,495.18257102375316
2016-09-20,494.79111500665294
2016-09-21,494.5610649941216
2016-09-22,495.24852138506714
2016-09-23,494.7085249306407
2016-09-24,495.08301098422606
2016-09-25,495.17688868877985
2016-09-26,495.4065058027425
2016-09-27,495.86007586952326
2016-09-28,495.1019935011242
2016-09-29,494.8331185056583
2016-09-30,495.6642697494551
2016-10-01,495.419244491648
2016-10-02,495.0679526080915
2016-10-03,495.09726598048917
2016-10-04,495.0169868916737
2016-10-05,495.07613594774944
2016-10-06,494.9770110042672
2016-10-07,494.63580548059565
2016-10-08,495.03873995301166
2016-10-09,495.7490227215306
2016-10-10,494.73208503581446
2016-10-11,494.96384477916274
2016-10-12,494.7308956404512
2016-10-13,495.56736034265435
2016-10-14,495.45452222899183
2016-10-15,494.63097228630306
2016-10-16,494.35600714623564
2016-10-17,495.5321989143443
2016-10-18,494.67416287347993
2016-10-19,495.5665454092246
2016-10-20,495.0067891522115
2016-10-21,495.5682001626031
2016-10-22,495.497422881396
2016-10-23,495.13615601353536
2016-10-24,495.03147837114716
2016-10-25,495.64709797491645
2016-10-26,495.1748057352632
2016-10-27,495.9318390943623
2016-10-28,495.193049474737
2016-10-29,495.7051963047578
2016-10-30,495.4493538405164
2016-10-31,495.64940153198194
2016-11-01,495.40987377753993
2016-11-02,495.66288640819965
2016-11-03,494.75513539245793
2016-11-04,495.5014232156417
2016-11-05,495.6395390432148
2016-11-06,495.8950457240788
2016-11-07,496.49149220727514
2016-11-08,495.74673407789686
2016-11-09,496.6442074755719
2016-11-10,495.7879938051493
2016-11-11,495.74440507309083
2016-11-12,495.49018839315204
2016-11-13,496.5439216033826
2016-11-14,496.39404439051424
2016-11-15,496.63815512154076
2016-11-16,496.53235404681493
2016-11-17,496.53763403994543
2016-11-18,496.7177132975137
2016-11-19,497.5285743730748
2016-11-20,496.5426271469176
2016-11-21,497.61952107159544
2016-11-22,497.20527505162516
2016-11-23,497.07787471875497
2016-11-24,497.22198092076525
2016-11-25,495.7911817359187
2016-11-26,497.0348952560562
2016-11-27,496.9424433450962
2016-11-28,498.1272956946478
2016-11-29,497.21838499542804
2016-11-30,497.41641348838743
2016-12-01,497.48406621318566
2016-12-02,497.0547601359696
2016-12-03,497.4288911177877
2016-12-04,498.0560402209057
2016-12-05,496.95353175644027
2016-12-06,498.00841817946485
2016-12-07,497.60153443308167
2016-12-08,498.56094626694824
2016-12-09,498.2783795743762
2016-12-10,497.5924922591094
2016-12-11,498.11446254696125
2016-12-12,498.5433747095466
2016-12-13,498.3218839939642
2016-12-14,498.58348940380984
2016-12-15,498.6001586827974
2016-12-16,499.0374060095626
2016-12-17,498.9497156287028
2016-12-18,498.838180633451
2016-12-19,498.948543939238
2016-12-20,498.59246942456315
2016-12-21,499.69707047814927
2016-12-22,500.37978124664807
2016-12-23,499.1477723377583
2016-12-24,499.3842213041911
2016-12-25,499.856577688971
2016-12-26,499.9399268093105
2016-12-27,499.693180253104
2016-12-28,499.3172179229094
2016-12-29,500.52086484892754
2016-12-30,500.15207191963225
2016-12-31,500.0538102762779
2017-01-01,499.7624823683997
2017-01-02,500.160802917423
2017-01-03,499.4978085971977
2017-01-04,500.60584991019005
2017-01-05,500.7891908365633
2017-01-06,500.5728924575706
2017-01-07,500.18243721823876
2017-01-08,500.83267925593424
2017-01-09,501.0520523071384
2017-01-10,500.5247852265548
2017-01-11,501.28040401408714
2017-01-12,501.2010730379251
2017-01-13,500.96582506592097
2017-01-14,500.93621656251594
2017-01-15,501.1712330117381
2017-01-16,500.9376519461
2017-01-17,501.51276787617155
2017-01-18,501.71438336354504
2017-01-19,502.0403136347627
2017-01-20,501.77327431567494
2017-01-21,501.89175218949146
2017-01-22,501.708438573799
2017-01-23,501.5458794087435
2017-01-24,501.8028661398977
2017-01-25,502.6248008007709
2017-01-26,502.38533054691396
2017-01-27,502.3721517629527
2017-01-28,501.5598853809638
2017-01-29,502.4873231690958
2017-01-30,501.90578974123775
2017-01-31,502.00905874710446
2017-02-01,502.1278648769237
2017-02-02,502.3505067033777
2017-02-03,503.06544280449975
2017-02-04,502.8943620902219
2017-02-05,502.4972750651976
2017-02-06,502.7121946120517
2017-02-07,503.21290274964787
2017-02-08,503.3608937477527
2017-02-09,503.2025058874168
2017-02-10,502.75640605028906
2017-02-11,503.11578964368357
2017-02-12,504.2976234174397
2017-02-13,502.92431377995564
2017-02-14,503.6210641575314
2017-02-15,504.3808243922916
2017-02-16,503.48345207762
2017-02-17,504.38565841946877
2017-02-18,503.4352731102004
2017-02-19,502.9775007768447
2017-02-20,503.59174427390735
2017-02-21,503.5752384045428
2017-02-22,503.2639660984591
2017-02-23,503.8176108863963
2017-02-24,504.4323626171946
2017-02-25,503.84849510740736
2017-02-26,503.98471147090476
2017-02-27,504.73106176441576
2017-02-28,503.9300573594121
2017-03-01,504.522192379383
2017-03-02,503.63563846950245
2017-03-03,503.974866825295
2017-03-04,504.3173722746226
2017-03-05,504.92651048881925
2017-03-06,504.116649347482
2017-03-07,504.14931765273974
2017-03-08,504.6642211557334
2017-03-09,504.7632249854173
2017-03-10,504.2092627768961
2017-03-11,504.4468067077429
2017-03-12,505.1209143360695
2017-03-13,504.2435442556258
2017-03-14,504.8800406832219
2017-03-15,504.56293464153856
2017-03-16,505.3560667625379
2017-03-17,505.05086894060986
2017-03-18,505.1931667164164
2017-03-19,504.64671555252664
2017-03-20,505.2109237891614
2017-03-21,505.21843228629234
2017-03-22,505.1233106849617
2017-03-23,504.81749010316855
2017-03-24,505.0091351992372
2017-03-25,504.2151050610136
2017-03-26,505.67041951827173
2017-03-27,504.73440726594725
2017-03-28,504.8497217693209
2017-03-29,504.4627532562986
2017-03-30,505.26376423594525
2017-03-31,505.2095455380695
2017-04-01,504.8814308816636
2017-04-02,504.0660644198266
2017-04-03,504.7141272358394
2017-04-04,505.18009493182876
2017-04-05,505.09251208710657
2017-04-06,504.9678428466498
2017-04-07,504.8096484238333
2017-04-08,504.3392096458626
2017-04-09,505.3461648290371
2017-04-10,504.37305875777287
2017-04-11,504.8544331510572
2017-04-12,504.50774105377985
2017-04-13,505.30328110886586
2017-04-14,505.1212718526583
2017-04-15,504.72678869721943
2017-04-16,505.12591057140355
2017-04-17,504.2310730600042
2017-04-18,504.77287247398306
2017-04-19,504.3582069807369
2017-04-20,505.1642434600906
2017-04-21,504.87659249984614
2017-04-22,504.9581133151515
2017-04-23,504.4467080118186
2017-04-24,504.93441636664664
2017-04-25,504.1568144967346
2017-04-26,504.1799483156112
2017-04-27,504.4636955592261
2017-04-28,504.1229263911914
2017-04-29,504.742384096837
2017-04-30,504.2295664001315
2017-05-01,503.945783898434
2017-05-02,503.8517777849912
2017-05-03,504.5713273549979
2017-05-04,503.22998876534837
2017-05-05,503.7971950930856
2017-05-06,504.71552055245104
2017-05-07,503.9681316290877
2017-05-08,504.34276123331404
2017-05-09,504.17628206159713
2017-05-10,503.8768494374087
2017-05-11,503.23638161473906
2017-05-12,503.3151901292037
2017-05-13,503.25290434733597
2017-05-14,503.926144726387
2017-05-15,503.9433838329721
2017-05-16,503.2651649877869
2017-05-17,503.5252507733892
2017-05-18,503.49902127972683
2017-05-19,503.4650346087449
2017-05-20,503.0659266712957
2017-05-21,503.96191061896127
2017-05-22,503.5128263337931
2017-05-23,503.20493891783264
2017-05-24,502.9012620925642
2017-05-25,502.70753534322597
2017-05-26,503.1313892038983
2017-05-27,502.71311101822255
2017-05-28,502.88564211167284
2017-05-29,502.0011160683513
2017-05-30,502.4767970033716
2017-05-31,502.5721575156949
2017-06-01,502.92922143481036
2017-06-02,502.09871835066946
2017-06-03,501.79813568335123
2017-06-04,502.4944707260646
2017-06-05,502.21438638789294
2017-06-06,501.4739636337392
2017-06-07,501.41603319032106
2017-06-08,501.74765344115735
2017-06-09,501.8938177633834
2017-06-10,502.40337320634126
2017-06-11,501.3349989561047
2017-06-12,501.9022379129132
2017-06-13,500.8211598496306
2017-06-14,501.668182407045
2017-06-15,502.044278833764
2017-06-16,501.41574690258994
2017-06-17,501.00881702090544
2017-06-18,501.6857374436504
2017-06-19,501.24856279603875
2017-06-20,501.0864067242932
2017-06-21,500.5335311358074
2017-06-22,501.0015092826907
2017-06-23,500.49723849249085
2017-06-24,500.8105971715462
2017-06-25,500.6201283170436
2017-06-26,500.94887379367856
2017-06-27,500.1991868155602
2017-06-28,500.2840853435735
2017-06-29,500.5772824101551
2017-06-30,500.0775988125658
2017-07-01,500.07740919310265
2017-07-02,499.8373074473939
2017-07-03,499.8485220130959
2017-07-04,500.09636918765113
2017-07-05,500.4764078446857
2017-07-06,498.9847754895421
2017-07-07,499.0644032449164
2017-07-08,499.4281823432972
2017-07-09,499.4191448443125
2017-07-10,499.2269189059914
2017-07-11,499.0075636166227
2017-07-12,498.6510556782719
2017-07-13,498.8150697253039
2017-07-14,499.3019257660002
2017-07-15,498.9282166469954
2017-07-16,499.0775017775118
2017-07-17,498.2425515147967
2017-07-18,499.2185923123568
2017-07-19,498.3336012441844
2017-07-20,498.6662825992239
2017-07-21,498.3444676184483
2017-07-22,498.09726720242634
2017-07-23,498.40567272733216
