date,inflow_cumecs,upstream_outflow,rainfall_mm,temperature_c,reservoir_level,inflow_lag1,inflow_lag3,inflow_lag7,upstream_lag1,upstream_lag3,rain_3day,rain_5day,inflow_ma3,inflow_ma7,month,dayofyear
2015-01-12,131.37080985718973,155.1429754697035,3.254185282926892,23.927504206000783,501.39929321909455,131.4632922875015,131.2210245626019,140.63386501106658,112.39059956278942,147.09331134376652,14.938380024881722,29.53417396328296,144.8455012960433,157.1797074227395,1,12
2015-01-13,159.67849086264135,148.74515244194066,1.9917935195422556,25.090573332401,501.3975604122602,131.37080985718973,171.7024017434386,140.6345217220328,155.1429754697035,196.52494036264704,14.143376191424675,23.93192840464522,140.8375310024442,159.90027444282646,1,13
2015-01-14,73.46879021368808,78.23878782153074,0.8223828145566874,19.95832063287397,501.2204355392615,159.67849086264135,131.4632922875015,213.16851262029564,148.74515244194066,112.39059956278942,6.0683616170258325,17.75255635898067,121.50603031117305,139.9431712418825,1,14
2015-01-15,81.00328669947869,89.16275249790554,4.343599011221892,20.76742466911925,501.2327277312987,73.46879021368808,131.37080985718973,180.69738916611635,78.23878782153074,155.1429754697035,7.157775345320832,19.309358017203255,104.71685592526937,125.7011566037914,1,15
2015-01-16,127.50849883036108,143.41881726814512,1.0383794280005645,19.20423431235293,501.49400559372265,81.00328669947869,159.67849086264135,131.2210245626019,89.16275249790554,148.74515244194066,6.204361253779141,11.45034005624829,93.99352524784263,125.17079578489985,1,16
2015-01-17,109.48675518662304,129.00823059547125,2.454176443331084,19.6344266953308,500.9597309401299,127.50849883036108,73.46879021368808,171.7024017434386,143.41881726814512,78.23878782153074,7.836154882553538,10.650331216652482,105.99951357215427,116.28284627678336,1,17
2015-01-18,162.56989330381094,150.40443365733773,4.937430957789892,20.30154329332029,501.942800493476,109.48675518662304,81.00328669947869,131.4632922875015,129.00823059547125,89.16275249790554,8.429986829121539,13.595968654900119,133.18838244026503,120.7266464219704,1,18
2015-01-19,113.67903697915156,129.9809043808438,10.951905856015138,23.38337396477159,501.5610065672435,162.56989330381094,127.50849883036108,131.37080985718973,150.40443365733773,143.41881726814512,18.343513257136113,23.72549169635857,128.57856182319517,118.19925029653639,1,19
2015-01-20,93.50785194658836,79.7317853451977,3.990402111988545,21.549757805666307,501.9725398768676,113.67903697915156,109.48675518662304,159.67849086264135,129.9809043808438,129.00823059547125,19.879738925793575,23.37229479712522,123.25226074318363,108.74630187995739,1,20
2015-01-21,208.62595075686212,225.73669236968897,1.2971368261993577,21.24979245235197,502.03729320873146,93.50785194658836,162.56989330381094,73.46879021368808,79.7317853451977,150.40443365733773,16.239444794203038,23.631052195324017,138.6042798942007,128.0544676718394,1,21
2015-01-22,140.9689479805386,154.61348636626096,4.592764694507812,24.432114894130297,501.98110047649294,208.62595075686212,113.67903697915156,81.00328669947869,225.73669236968897,129.9809043808438,9.880303632695714,25.769640446500745,147.700916894663,136.62099071199083,1,22
2015-01-23,152.70112818751696,163.55654396215047,10.662291428917836,24.574857796928782,501.97282635026426,140.9689479805386,93.50785194658836,127.50849883036108,154.61348636626096,79.7317853451977,16.552192949625006,31.494500917628688,167.43200897497255,140.2199377630131,1,23
2015-01-24,93.01007255146172,83.7951828066628,3.916278481960483,22.764523333040472,502.02269265619947,152.70112818751696,208.62595075686212,109.48675518662304,163.55654396215047,225.73669236968897,19.171334605386132,24.458873543574033,128.89338290650576,137.86612595799005,1,24
2015-01-25,128.2246910189927,147.35802792410357,12.235332095058082,20.31369338562681,501.9812130340597,93.01007255146172,140.9689479805386,162.56989330381094,83.7951828066628,154.61348636626096,26.8139020059364,32.70380352664357,124.64529725265713,132.9596684887303,1,25
2015-01-26,154.43690358839464,133.980714161763,4.915825999914924,21.01704370715481,502.2780796892925,128.2246910189927,152.70112818751696,113.67903697915156,147.35802792410357,163.55654396215047,21.06743657693349,36.322492700359135,125.22388905294969,138.78222086147932,1,26
2015-01-27,103.96025690310788,85.3985602046664,8.269716667397057,23.437609133651726,502.2452567493881,154.43690358839464,93.01007255146172,93.50785194658836,133.980714161763,83.7951828066628,25.42087476237006,39.999444673248384,128.87395050349838,140.27542156955352,1,27
2015-01-28,165.02792073382687,179.3830388270609,5.8944071100839,25.313536442380432,502.04520061653744,103.96025690310788,128.2246910189927,208.62595075686212,85.3985602046664,147.35802792410357,19.079949777395882,35.23156035441445,141.1416937417765,134.04713156626278,1,28
2015-01-29,125.9744524032478,124.73867906559272,11.837185161784843,22.511222101279905,502.5604677126963,165.02792073382687,154.43690358839464,140.9689479805386,179.3830388270609,133.980714161763,26.0013089392658,43.15246703423881,131.6542100133942,131.90506076950695,1,29
2015-01-30,138.33225000826894,157.64885583799503,18.7393498657764,24.091010915702785,502.5046689883381,125.9744524032478,103.96025690310788,152.70112818751696,124.73867906559272,85.3985602046664,36.47094213764514,49.656484804957124,143.11154104844786,129.85236388675722,1,30
2015-01-31,125.93173551082413,120.0581353540012,3.3923664711387014,27.06675920287097,502.9515632483141,138.33225000826894,165.02792073382687,93.01007255146172,157.64885583799503,179.3830388270609,33.96890149869995,48.1330252761809,130.07947930744697,134.55545859523755,1,31
2015-02-01,224.0911273803575,194.35679734935349,5.6404073940430415,21.328406567897595,501.8179298371455,125.93173551082413,125.9744524032478,128.2246910189927,120.0581353540012,124.73867906559272,27.772123730958143,45.50371600282689,162.78503763315018,148.25066378971823,2,32
2015-02-02,149.46011101048265,169.5739859845454,10.946503894977482,25.6262232856574,502.6302809027277,224.0911273803575,138.33225000826894,154.43690358839464,194.35679734935349,157.64885583799503,19.979277760159224,50.55581278772047,166.4943246338881,147.5396934214451,2,33
2015-02-03,107.69156284176398,109.79842470949772,6.048508942830336,22.440759613295786,502.3987533609911,149.46011101048265,125.93173551082413,103.96025690310788,169.5739859845454,120.0581353540012,22.63542023185086,44.767136568765956,160.41426707753473,148.0727371269674,2,34
2015-02-04,182.90179648412757,160.1631373134756,0.774399088336792,23.12736213026161,502.55379143892105,107.69156284176398,224.0911273803575,165.02792073382687,109.79842470949772,194.35679734935349,17.76941192614461,26.80218579132635,146.68449011212473,150.62614794843893,2,35
2015-02-05,101.1662540011591,110.08442343267409,3.965780538246296,24.860326629134736,503.05604855207065,182.90179648412757,149.46011101048265,125.9744524032478,160.1631373134756,169.5739859845454,10.788688569413424,27.375599858433947,130.58653777568358,147.08211960528342,2,36
2015-02-06,158.3545438001902,159.05850186137624,6.010340914124933,21.077670810827865,502.3281956393957,101.1662540011591,107.69156284176398,138.33225000826894,110.08442343267409,109.79842470949772,10.75052054070802,27.745533378515837,147.47419809515895,149.94244728984359,2,37
2015-02-07,71.61319504480898,74.60126942196166,14.064321260442934,23.447398439774386,503.025485425012,158.3545438001902,182.90179648412757,125.93173551082413,159.05850186137624,160.1631373134756,24.040442712814162,30.863350743981293,110.3779976153861,142.18265579469858,2,38
2015-02-08,96.87255804406276,95.35740684338188,5.411817224075449,21.10282529523162,503.0531385487849,71.61319504480898,101.1662540011591,224.0911273803575,74.60126942196166,110.08442343267409,25.486479398643315,30.226659025226404,108.94676562968732,124.00857446094219,2,39
2015-02-09,157.87444943476493,178.63234937257644,2.307495171341054,25.38535168074291,502.6888143337599,96.87255804406276,158.3545438001902,149.46011101048265,95.35740684338188,159.05850186137624,21.783633655859436,31.759755108230667,108.78673417454554,125.21062280726822,2,40
2015-02-10,179.53866319981643,203.2063629655108,6.116670261441565,24.078004675142743,503.2389345707528,157.87444943476493,71.61319504480898,107.69156284176398,178.63234937257644,74.60126942196166,13.835982656858068,33.910644831425934,144.76189022621472,135.47449428699,2,41
2015-02-11,156.8547312475988,169.99218219700498,13.125986941385731,26.112436295021936,502.9370553890725,179.53866319981643,96.87255804406276,182.90179648412757,203.2063629655108,95.35740684338188,21.55015237416835,41.026290858686735,164.75594796072673,131.7534849674859,2,42
2015-02-12,145.37406870447035,122.42830579524797,2.9564398624217083,23.12632504680605,504.1856818680347,156.8547312475988,157.87444943476493,101.1662540011591,169.99218219700498,178.63234937257644,22.199097065249006,29.918409460665504,160.58915438396187,138.0688870679589,2,43
2015-02-13,137.95585217642844,156.6546014893283,3.290140557504589,22.316772760422,503.8515079835513,145.37406870447035,179.53866319981643,158.3545438001902,122.42830579524797,203.2063629655108,19.37256736131203,27.79673279409465,146.72821737616587,135.1547882645644,2,44
2015-02-14,90.8591203853029,97.07435597957854,2.9960309831636733,21.9479065559411,503.4606605398775,137.95585217642844,156.8547312475988,71.61319504480898,156.6546014893283,169.99218219700498,9.24261140308997,28.485268605917266,124.72968042206723,137.90420617034923,2,45
2015-02-15,121.20623166421166,130.75845434747774,1.4840888587330603,24.325730716004117,503.3230759901816,90.8591203853029,145.37406870447035,96.87255804406276,97.07435597957854,122.42830579524797,7.770260399401322,23.85268720320876,116.673734741981,141.38044525894193,2,46
2015-02-16,131.5744491616085,124.36326624178898,5.229807393173268,25.920464528523624,503.7583796402501,121.20623166421166,137.95585217642844,157.87444943476493,130.75845434747774,156.6546014893283,9.709927235070001,15.9565076549963,114.5466004037077,137.62330236277674,2,47
2015-02-17,192.2848890487566,221.4567799984013,4.772500209218782,22.726727086054414,503.9236811865277,131.5744491616085,90.8591203853029,179.53866319981643,124.36326624178898,97.07435597957854,11.48639646112511,17.772568001793374,148.35518995819226,139.4441917697682,2,48
2015-02-18,163.74473158273847,178.50609645747002,0.881055174929703,28.609483198179667,503.7773646394949,192.2848890487566,121.20623166421166,156.8547312475988,221.4567799984013,130.75845434747774,10.883362777321754,15.363482619218486,162.53468993103453,140.428477531931,2,49
2015-02-19,79.47839378549064,67.16211880251228,2.473910945167596,24.960013607080107,503.32726542051705,163.74473158273847,131.5744491616085,145.37406870447035,178.50609645747002,124.36326624178898,8.12746632931608,14.841362581222409,145.16933813899524,131.01480968636247,2,50
2015-02-20,162.9633587757918,156.9518382693609,5.7631866107937455,24.096292108755605,503.70615710678993,79.47839378549064,192.2848890487566,137.95585217642844,67.16211880251228,221.4567799984013,9.118152730891044,19.120460333283095,135.39549471467365,134.58731062912867,2,51
2015-02-21,134.59670878334734,155.39891880668873,8.13242562368245,25.15065693258972,503.8767433944757,162.9633587757918,163.74473158273847,90.8591203853029,156.9518382693609,178.50609645747002,16.369523179643792,22.023078563792275,125.67948711487661,140.835537543135,2,52
2015-02-22,122.92311998776164,100.65912232051872,9.730912534584098,24.47094113768725,504.016055854876,134.59670878334734,79.47839378549064,121.20623166421166,155.39891880668873,67.16211880251228,23.626524769060293,26.98149088915759,140.16106251563357,141.08080730364216,2,53
2015-02-23,174.46705155363472,206.66785042035204,8.600366753366242,24.5620152466869,504.07854441880687,122.92311998776164,162.9633587757918,131.5744491616085,100.65912232051872,156.9518382693609,26.46370491163279,34.70080246759413,143.99562677491457,147.20832193107444,2,54
2015-02-24,191.23998089983803,204.94519935719768,4.993364049276184,24.72602762659025,504.2976152273182,174.46705155363472,134.59670878334734,192.2848890487566,206.66785042035204,155.39891880668873,23.324643337226522,37.220255571702715,162.8767174804115,147.0590493383718,2,55
2015-02-25,187.25120476464795,197.09132880099023,1.241468603965534,29.53717244898733,504.592868071581,191.23998089983803,122.92311998776164,163.74473158273847,204.94519935719768,100.65912232051872,14.835199406607959,32.698537564874506,184.31941240604024,150.41711693578745,2,56
2015-02-26,116.43129907109446,105.74566554031809,4.17732100920826,25.45284836831041,504.5109024440368,187.25120476464795,174.46705155363472,79.47839378549064,197.09132880099023,206.66785042035204,10.412153662449978,28.74343295040032,164.9741615785268,155.69610340515942,2,57
2015-02-27,137.63150496595142,123.80183929569873,0.2873200494431815,24.244091598709858,504.390486577149,116.43129907109446,191.23998089983803,162.9633587757918,105.74566554031809,204.94519935719768,5.706109662616975,19.2998404652594,147.10466960056462,152.0772671466108,2,58
2015-02-28,163.25053725614256,192.11703398814532,5.783866180720974,24.259606162132965,503.6985290417341,137.63150496595142,187.25120476464795,134.59670878334734,123.80183929569873,197.09132880099023,10.248507239372415,16.483339892614133,139.1044470977295,156.17067121415295,2,59
2015-03-01,189.0218050848944,173.76944315048965,2.8692825985285038,27.28430630450049,504.7221562671151,163.25053725614256,116.43129907109446,122.92311998776164,192.11703398814532,105.74566554031809,8.940468828692659,14.359258441866452,163.30128243566278,165.61334051374337,3,60
2015-03-02,130.8330304861884,145.25110764008568,0.5218289241488496,25.24700058188865,504.6198925653625,189.0218050848944,137.63150496595142,174.46705155363472,173.76944315048965,123.80183929569873,9.174977703398326,13.639618762049768,161.0351242757418,159.3799089326796,3,61
2015-03-03,142.5736409334473,136.47843518703274,6.590702767203038,27.62242796634942,504.2335340356445,130.8330304861884,163.25053725614256,191.23998089983803,145.25110764008568,192.11703398814532,9.981814289880392,16.05300052004455,154.14282550151003,152.42757465176666,3,62
2015-03-04,105.74660103975889,90.48753869838008,13.02050817008694,27.970344064933567,504.3899432826462,142.5736409334473,189.0218050848944,187.25120476464795,136.47843518703274,173.76944315048965,20.133039861438828,28.786188640688305,126.38442415313153,140.78405983392534,3,63
2015-03-05,102.15173503677318,82.15922252982513,1.053792046182488,24.88263036533139,504.4451812925415,105.74660103975889,130.8330304861884,116.43129907109446,90.48753869838008,145.25110764008568,20.665002983472466,24.056114506149818,116.82399233665978,138.7441221147366,3,64
2015-03-06,182.50103289576796,185.7318367831677,6.988048372696769,25.37862882598227,504.2834132117997,102.15173503677318,142.5736409334473,137.63150496595142,82.15922252982513,136.47843518703274,21.062348588966195,28.174880280318085,130.13312299076668,145.15405467613894,3,65
2015-03-07,204.2496011428329,243.120654711164,3.625947192599952,27.016657724374035,503.7976018486604,182.50103289576796,105.74660103975889,163.25053725614256,185.7318367831677,90.48753869838008,11.66778761147921,31.278998548769188,162.967456358458,151.01106380280902,3,66
2015-03-08,147.11959513678664,139.41854306284714,2.590306316074838,25.73018169825878,504.08714108363085,204.2496011428329,102.15173503677318,189.0218050848944,243.120654711164,82.15922252982513,13.204301881371558,27.278602097640984,177.9567430584625,145.02503381022217,3,67
2015-03-09,190.14131591568096,179.27986090071715,2.595441850950868,24.818456033849376,504.20675572487113,147.11959513678664,182.50103289576796,130.8330304861884,139.41854306284714,185.7318367831677,8.811695359625658,16.853535778504913,180.50350406510017,153.4976460144354,3,68
2015-03-10,164.46544100190536,154.2088246713913,3.6252304570354927,24.010335365576747,503.81647457093385,190.14131591568096,204.2496011428329,142.5736409334473,179.27986090071715,243.120654711164,8.8109786240612,19.42497418935792,167.24211735145767,156.62504602421512,3,69
2015-03-11,124.19520981579502,125.2157882895944,3.6142895914534297,27.839227477410184,504.191185439451,164.46544100190536,147.11959513678664,105.74660103975889,154.2088246713913,139.41854306284714,9.83496189943979,16.05121540811458,159.6006555777938,159.26056156364888,3,70
2015-03-12,164.45582422033655,160.55262201966954,4.841094263934722,25.368856601361657,505.1244846514629,124.19520981579502,190.14131591568096,102.15173503677318,125.2157882895944,179.27986090071715,12.080614312423645,17.266362479449352,151.03882501267898,168.16114573272935,3,71
2015-03-13,211.5214626586388,243.6655016709223,2.369370527269494,28.325573196104685,504.8925034438101,164.45582422033655,164.46544100190536,182.50103289576796,160.55262201966954,154.2088246713913,10.824754382657646,17.045426690644007,166.72416556492348,172.30692141313946,3,72
2015-03-14,148.56695843560195,148.8950413294081,2.8296074158986624,25.8350834054554,504.3384827497075,211.5214626586388,124.19520981579502,204.2496011428329,243.6655016709223,125.2157882895944,10.040072207102877,17.2795922555918,174.84808177152578,164.35225816924932,3,73
2015-03-15,212.58574623256024,213.2454285607476,7.461644328379837,27.67744809869872,504.47892871853895,148.56695843560195,164.45582422033655,147.11959513678664,148.8950413294081,160.55262201966954,12.660622271547993,21.116006126936146,190.89138910893368,173.70456546864557,3,74
2015-03-16,45.21019583641022,38.67047942733328,2.1790887545764663,30.85540129940184,505.27182580304265,212.58574623256024,211.5214626586388,190.14131591568096,213.2454285607476,243.6655016709223,12.470340498854966,19.68080529005918,135.4543001681908,153.00011974303544,3,75
2015-03-17,182.87610017500896,218.1887100317952,6.063982804799307,28.93602551808516,505.286458535632,45.21019583641022,148.56695843560195,164.46544100190536,38.67047942733328,148.8950413294081,15.704715887755611,20.903693830923764,146.89068074799314,155.63021391062168,3,76
2015-03-18,153.48188272952686,138.1320301523777,3.780991902726623,27.52844382718365,504.8557239813685,182.87610017500896,212.58574623256024,124.19520981579502,218.1887100317952,213.2454285607476,12.024063462102397,22.315315206380898,127.18939291364869,159.81402432686906,3,77
2015-03-19,138.0397059813653,114.48262650578047,3.1720673396792125,24.69495733987508,505.31935598540525,153.48188272952686,45.21019583641022,164.45582422033655,138.1320301523777,38.67047942733328,13.017042047205145,22.657775130161447,158.13256296196707,156.04029314987318,3,78
2015-03-20,153.6704310614201,163.69873282384972,15.852952006183376,32.7515728639605,504.5633080093453,138.0397059813653,182.87610017500896,211.5214626586388,114.48262650578047,218.1887100317952,22.80601124858921,31.049082807964986,148.3973399241041,147.7758600645562,3,79
2015-03-21,70.49724341596429,73.18646990022269,1.519154912710368,32.785506350560574,504.9794048792597,153.6704310614201,153.48188272952686,148.56695843560195,163.69873282384972,138.1320301523777,20.54417425857296,30.389148966098887,120.7357934862499,136.62304363317944,3,80
2015-03-22,141.2131244864995,136.42010555612234,13.62127655509764,25.915806769994337,504.3160648959357,70.49724341596429,138.0397059813653,212.58574623256024,73.18646990022269,114.48262650578047,30.993383473991386,37.946442716397215,121.79359965462798,126.42695481231361,3,81
2015-03-23,164.28450286046984,159.17145879023124,8.970733430292116,26.17062976890052,504.775969396116,141.2131244864995,153.6704310614201,45.21019583641022,136.42010555612234,163.69873282384972,24.111164898100125,43.13618424396272,125.33162358764457,143.43757010146498,3,82
2015-03-24,209.11576178966064,232.9603053930095,2.934722973432754,30.90901535399835,504.9473634896867,164.28450286046984,70.49724341596429,182.87610017500896,159.17145879023124,73.18646990022269,25.526732958822514,42.898839877716256,171.5377963788767,147.18609318927238,3,83
2015-03-25,129.2691912690541,113.5351988979685,9.149703158171796,27.371433728359936,504.2750836504376,209.11576178966064,141.2131244864995,153.48188272952686,232.9603053930095,136.42010555612234,21.055159561896666,36.19559102970467,167.55648530639488,143.72713726634768,3,84
2015-03-26,117.66025588427247,132.7326908662098,0.1362392693573724,25.63513230226584,505.1978630695975,129.2691912690541,164.28450286046984,138.0397059813653,113.5351988979685,159.17145879023124,12.220665400961922,34.81267538635168,152.01506964766241,140.81578725247726,3,85
2015-03-27,129.92971825661854,137.66038649656448,2.697754784231205,25.295529329406826,505.2747383582844,117.66025588427247,209.11576178966064,153.6704310614201,132.7326908662098,232.9603053930095,11.983697211760374,23.88915361548524,125.61972180331504,137.42425685179134,3,86
2015-03-28,186.61608470808292,180.5674672839728,2.2071016050756582,31.193202926389795,505.38367511724095,129.92971825661854,129.2691912690541,70.49724341596429,137.66038649656448,113.5351988979685,5.041095658664236,17.125521790268785,144.735352949658,154.01266275066544,3,87
2015-03-29,163.15004438638738,160.4109911594674,6.647746511969978,25.77549628687041,505.92002219401854,186.61608470808292,117.66025588427247,141.2131244864995,180.5674672839728,132.7326908662098,11.552602901276842,20.83854532880601,159.89861578369627,157.1465084506494,3,88
2015-03-30,128.80959184931845,116.27112228221814,8.244980102152638,31.41267696291284,505.1586291838483,163.15004438638738,129.92971825661854,164.28450286046984,160.4109911594674,137.66038649656448,17.099828219198276,19.933822272786852,159.52524031459626,152.07866402048492,3,89
2015-03-31,170.53069732453423,187.7279905086641,6.569692491623239,28.76756074651976,504.9704527016835,128.80959184931845,186.61608470808292,209.11576178966064,116.27112228221814,180.5674672839728,21.462419105745855,26.36727549505272,154.16344452008002,146.5665119540383,3,90
2015-04-01,153.8831019739216,154.6755840871414,5.496968593183083,26.359452307707755,504.3579162296514,170.53069732453423,163.15004438638738,129.2691912690541,187.7279905086641,160.4109911594674,20.31164118695896,29.1664893040046,151.0744637159248,150.08278491187653,4,91
2015-04-02,188.7457996213156,175.2206185904328,9.57212039393328,35.278160853508496,505.1567143717932,153.8831019739216,128.80959184931845,117.66025588427247,154.6755840871414,116.27112228221814,21.638781478739602,36.53150809286222,171.05319963992383,160.23786258859695,4,92
2015-04-03,121.9178762449059,126.60196669556686,8.653057164587942,27.27174262414352,505.223410537129,188.7457996213156,170.53069732453423,129.92971825661854,175.2206185904328,187.7279905086641,23.722146151704305,38.53681874548018,154.8489259467144,159.09331372978087,4,93
2015-04-04,136.8935141360893,164.03864662394295,2.873519577321756,27.405655534422163,504.4554566118653,121.9178762449059,153.8831019739216,186.61608470808292,126.60196669556686,154.6755840871414,21.09869713584298,33.1653582206493,149.18573000077026,151.99008936235322,4,94
2015-04-05,134.3156738747137,130.8375576614966,3.158640471877147,29.99514861218184,504.8985713614387,136.8935141360893,188.7457996213156,163.15004438638738,164.03864662394295,175.2206185904328,14.685217213786846,29.75430620090321,131.042354751903,147.87089357497123,4,95
2015-04-06,91.45940207471526,106.84987566399003,8.312815393976802,25.077168911016223,504.99432570635327,134.3156738747137,121.9178762449059,128.80959184931845,130.8375576614966,126.60196669556686,14.344975443175706,32.57015300169692,120.8895300285061,142.5351521785994,4,96
2015-04-07,161.84481108258305,151.81152297722693,4.804619777369889,27.36226189059124,505.1954722388966,91.45940207471526,136.8935141360893,170.53069732453423,106.84987566399003,164.03864662394295,16.276075643223837,27.802652385133538,129.20662901067067,141.29431128689205,4,97
2015-04-08,160.4422108871956,131.86634331251074,5.062711404624885,31.321663085378848,505.31847286836336,161.84481108258305,134.3156738747137,153.8831019739216,151.81152297722693,130.8375576614966,18.180146575971577,24.21230662517048,137.91547468149798,142.2313268459312,4,98
2015-04-09,150.20453826569843,132.43486712515215,5.575812926120413,31.840139783441835,504.7521947575421,160.4422108871956,91.45940207471526,188.7457996213156,131.86634331251074,106.84987566399003,15.443144108115188,26.91459997396914,157.49718674515904,136.7254323665573,4,99
2015-04-10,140.61651466499413,136.04339243675497,0.8172056053323099,31.194399261018724,505.0367332064335,150.20453826569843,161.84481108258305,121.9178762449059,132.43486712515215,151.81152297722693,11.455729936077608,24.5731651074243,150.42108793929606,139.3966664265699,4,100
2015-04-11,93.38517031798344,82.91239434021954,2.762019451483244,31.462992288914982,505.1735872541091,140.61651466499413,160.4422108871956,136.8935141360893,136.04339243675497,131.86634331251074,9.15503798293597,19.02236916493074,128.068741082892,133.1811887382691,4,101
2015-04-12,133.17418708938564,106.55144392357028,7.065467349729111,29.579302181525247,504.857822117053,93.38517031798344,150.20453826569843,134.3156738747137,82.91239434021954,132.43486712515215,10.644692406544667,21.283216737289962,122.39195735745442,133.01811919750793,4,102
2015-04-13,136.29141933892922,158.91587878190867,2.741829574724275,27.48265300666633,504.74693021635767,133.17418708938564,140.61651466499413,91.45940207471526,106.55144392357028,136.04339243675497,12.569316375936632,18.96233490738935,120.95025891543277,139.42269309239563,4,103
2015-04-14,117.90890923113524,134.12748774524877,4.134372028204247,28.771463878447246,505.1840732607582,136.29141933892922,93.38517031798344,161.84481108258305,158.91587878190867,82.91239434021954,13.941668952657635,17.52089400947319,129.12483855315006,133.14613568504598,4,104
2015-04-15,143.54857153335962,157.46085302279215,7.032772411324082,31.04974582967154,504.8100313802459,117.90890923113524,133.17418708938564,160.4422108871956,134.12748774524877,106.55144392357028,13.908974014252605,23.73646081546496,132.58296670114137,130.73275863449797,4,105
2015-04-16,166.16203427258154,144.08339325533515,9.941030899257065,30.65485318160788,504.3829149019817,143.54857153335962,136.29141933892922,150.20453826569843,157.46085302279215,158.91587878190867,21.108175338785394,30.915472263238783,142.53983834569215,133.01240092119554,4,106
2015-04-17,225.4474360484212,191.212212698801,10.760439533636989,35.085892748317235,505.3901584904472,166.16203427258154,117.90890923113524,140.61651466499413,144.08339325533515,134.12748774524877,27.734242844218137,34.61044444714666,178.38601395145415,145.13110397597083,4,107
2015-04-18,156.98311251327357,129.83161160776078,11.177205947449748,29.24885268719648,504.38418437522375,225.4474360484212,143.54857153335962,93.38517031798344,191.212212698801,157.46085302279215,31.878676380343805,43.045820819872134,182.8641942780921,154.2165242895837,4,108
2015-04-19,160.30201562891057,174.66694783691415,4.452532139433077,30.68976122043778,504.75723157881305,156.98311251327357,166.16203427258154,133.17418708938564,129.83161160776078,144.08339325533515,26.390177620519815,43.36398093110096,180.91085473020178,158.09192836665872,4,109
2015-04-20,147.0221633693533,172.2398729894867,4.0950461657328745,26.010665097724804,504.8986534608894,160.30201562891057,225.4474360484212,136.29141933892922,174.66694783691415,191.212212698801,19.724784252615702,40.426254685509754,154.76909717051248,159.62489179957643,4,110
2015-04-21,73.24915138803834,71.21387452004365,1.7128229622487363,25.58272319474106,504.9255332868437,147.0221633693533,156.98311251327357,117.90890923113524,172.2398729894867,129.83161160776078,10.26040126741469,32.198046748501426,126.85777679543408,153.24492639341972,4,111
2015-04-22,148.93944498203132,126.24945421037611,13.070569075208958,30.263389582765523,504.7833946132518,73.24915138803834,160.30201562891057,143.54857153335962,71.21387452004365,174.66694783691415,18.87843820319057,34.50817629007339,123.07025324647434,154.0150511718014,4,112
2015-04-23,152.40920839764107,153.16472039667875,3.9573313541419046,28.5691085584588,503.5093996806569,148.93944498203132,147.0221633693533,166.16203427258154,126.24945421037611,172.2398729894867,18.740723391599598,27.288301696765547,124.86593492257025,152.05036176109564,4,113
