date,upstream_outflow
2015-05-26,170.07601943717285
2015-05-27,80.69832554397934
2015-05-28,93.42978070203748
2015-05-29,152.74784484980893
2015-05-30,182.52673173830976
2015-05-31,149.60759023331295
2015-06-01,185.3248699745182
2015-06-02,98.26857942854159
2015-06-03,147.04514148112764
2015-06-04,144.97909417731603
2015-06-05,108.48520947792827
2015-06-06,185.8315152571123
2015-06-07,147.80875992776083
2015-06-08,104.62201195506579
2015-06-09,161.55208646713996
2015-06-10,107.3446407951187
2015-06-11,172.5447380474973
2015-06-12,225.86646720800164
2015-06-13,136.16869965242526
2015-06-14,188.0039021029751
2015-06-15,155.19885994818222
2015-06-16,154.11871302108082
2015-06-17,266.83607446791643
2015-06-18,115.5247333572589
2015-06-19,110.14986293810904
2015-06-20,105.1773633313934
2015-06-21,108.9359614167294
2015-06-22,127.18728715188442
2015-06-23,182.18138214971202
2015-06-24,136.74628179801738
2015-06-25,192.96720996878926
2015-06-26,127.87258586482189
2015-06-27,172.38564397093765
2015-06-28,162.24576383755928
2015-06-29,226.72805783514002
2015-06-30,197.517634898942
2015-07-01,117.77945899507408
2015-07-02,89.06881583418372
2015-07-03,200.14164711907168
2015-07-04,126.78387480519304
2015-07-05,204.24733175331497
2015-07-06,146.55040027169505
2015-07-07,167.91098001825176
2015-07-08,93.5170965854774
2015-07-09,89.82740893569729
2015-07-10,146.38099443564886
2015-07-11,216.30141653383498
2015-07-12,184.51759981674178
2015-07-13,112.977235510199
2015-07-14,181.29435541119375
2015-07-15,145.51154221894168
2015-07-16,104.74876533600519
2015-07-17,142.96806235925501
2015-07-18,144.8370800681121
2015-07-19,99.83132919216179
2015-07-20,167.23987520517437
2015-07-21,148.97242020377504
2015-07-22,208.11092854563506
2015-07-23,166.60096943093092
2015-07-24,87.69304930504279
2015-07-25,112.63751188385652
2015-07-26,190.83068188080668
2015-07-27,186.8881668742324
2015-07-28,180.5332829736297
2015-07-29,262.2362440787883
2015-07-30,176.08806502680875
2015-07-31,163.17371047853933
2015-08-01,178.92992921784398
2015-08-02,169.96528866080243
2015-08-03,112.09924937918045
2015-08-04,164.05347757244937
2015-08-05,140.79176109777998
2015-08-06,166.026353925652
2015-08-07,122.87188237985002
2015-08-08,125.26243954650339
2015-08-09,211.44746866226473
2015-08-10,72.06258730557903
2015-08-11,209.2338835855216
2015-08-12,73.22161240194569
2015-08-13,144.94389160823675
2015-08-14,163.26097012354927
2015-08-15,181.94161934752788
2015-08-16,101.82859402742575
2015-08-17,134.75190337808942
2015-08-18,166.02777899351415
2015-08-19,126.95354595627364
2015-08-20,139.1126564451035
2015-08-21,130.3260311789637
2015-08-22,145.6527505399954
2015-08-23,275.1431988534554
2015-08-24,202.5348802136269
2015-08-25,72.45597359611111
2015-08-26,176.87391227315425
2015-08-27,102.23404597542181
2015-08-28,171.9313746578336
2015-08-29,109.48366414228397
2015-08-30,153.30024627380124
2015-08-31,160.39312569492316
2015-09-01,158.67170139330483
2015-09-02,105.9235428982927
2015-09-03,153.80039684662967
2015-09-04,124.82535551879653
2015-09-05,105.6469471734893
2015-09-06,193.8517317191112
2015-09-07,148.74723538494817
2015-09-08,91.59539203374251
2015-09-09,197.3792406956855
2015-09-10,244.37053032192307
2015-09-11,206.30253244185454
2015-09-12,84.31788611502785
2015-09-13,147.56024495704554
2015-09-14,176.923391376592
2015-09-15,120.18620890889456
2015-09-16,187.94609963916017
2015-09-17,157.8307209505514
2015-09-18,95.30064424868783
2015-09-19,170.27460102213809
2015-09-20,19.070797429864893
2015-09-21,117.04303330409186
2015-09-22,113.33629940934574
2015-09-23,107.69728904770002
2015-09-24,199.4593580851408
2015-09-25,76.30445030197433
2015-09-26,138.2138262203962
2015-09-27,139.13565271636293
2015-09-28,198.24909890901577
2015-09-29,77.03601288387277
2015-09-30,168.78983448382212
2015-10-01,138.25487959010985
2015-10-02,92.56769757905839
2015-10-03,196.17122275939212
2015-10-04,126.75199241059492
2015-10-05,125.17793595000752
2015-10-06,129.76616108039167
2015-10-07,124.23386328276621
2015-10-08,180.87810980153762
2015-10-09,152.60286155912368
2015-10-10,253.2116981101504
2015-10-11,88.66179914636338
2015-10-12,258.05959863898977
2015-10-13,73.25923400380069
2015-10-14,166.06358961106326
2015-10-15,177.28052616951666
2015-10-16,163.46860161139097
2015-10-17,109.85370974025305
2015-10-18,122.76031324917638
2015-10-19,151.98403902817415
2015-10-20,117.71915922267081
2015-10-21,174.57015222773916
2015-10-22,181.35421605916966
2015-10-23,114.39991722390123
2015-10-24,219.61454694662214
2015-10-25,177.73748840565753
2015-10-26,189.6273839568453
2015-10-27,201.87602457087925
2015-10-28,95.79054534291899
2015-10-29,115.19394190414735
2015-10-30,177.37587427661097
2015-10-31,155.36721608432106
2015-11-01,163.71667936451135
2015-11-02,180.63253049710374
2015-11-03,194.97446315900166
2015-11-04,118.35933784533984
2015-11-05,203.6171503243287
2015-11-06,138.78184679840672
2015-11-07,140.67379921574758
2015-11-08,182.44200743984098
2015-11-09,212.99833042548633
2015-11-10,187.57524963861445
2015-11-11,223.425841394513
2015-11-12,169.6533429892799
2015-11-13,166.06343711439132
2015-11-14,133.94014873172435
2015-11-15,185.68236574878486
2015-11-16,136.87434078506277
2015-11-17,171.97211495745063
2015-11-18,204.46517523504548
2015-11-19,123.05078264461102
2015-11-20,256.28237406209536
2015-11-21,123.15421227908449
2015-11-22,115.43174301987997
2015-11-23,188.08299728236113
2015-11-24,149.05834764846392
2015-11-25,168.09751353798333
2015-11-26,187.306057304681
2015-11-27,146.54088099372746
2015-11-28,125.47348178501659
2015-11-29,144.27766595589978
2015-11-30,129.53828283445756
2015-12-01,165.29752584721447
2015-12-02,158.49312507653713
2015-12-03,119.11831995052316
2015-12-04,120.91018189566903
2015-12-05,152.65710583295646
2015-12-06,140.12519107365546
2015-12-07,116.29614821938202
2015-12-08,141.60218278018905
2015-12-09,189.6663874070932
2015-12-10,140.8848756038041
2015-12-11,155.1413094563163
2015-12-12,154.6376559014009
2015-12-13,91.15955568965725
2015-12-14,108.61704118636526
2015-12-15,122.4772467046979
2015-12-16,153.19095915216704
2015-12-17,146.3338540360996
2015-12-18,204.56027783056587
2015-12-19,156.5461473374099
2015-12-20,126.71366288754844
2015-12-21,119.44779922027793
2015-12-22,89.6451335540009
2015-12-23,177.75512762571307
2015-12-24,124.18482545835421
2015-12-25,173.5506393367065
2015-12-26,132.76852396514278
2015-12-27,174.23445345047062
2015-12-28,181.99200377457598
2015-12-29,158.9396206604536
2015-12-30,172.72790815543587
2015-12-31,194.0343343063709
2016-01-01,148.4043326189945
2016-01-02,189.1928955602674
2016-01-03,154.9323142457531
2016-01-04,144.15802465086273
2016-01-05,126.15124917916117
2016-01-06,124.91760803020281
2016-01-07,196.93022171662793
2016-01-08,176.3712799936617
2016-01-09,175.39907782667328
2016-01-10,265.94973977170105
2016-01-11,123.95008152270614
2016-01-12,177.02641379465695
2016-01-13,155.66189404017456
2016-01-14,271.28718366641874
2016-01-15,110.13751863598162
2016-01-16,133.6236607728269
2016-01-17,105.26226712858762
2016-01-18,72.2458209835968
2016-01-19,146.8990585024251
2016-01-20,104.40843450106833
2016-01-21,151.66893622157644
2016-01-22,141.77114629638567
2016-01-23,243.64507558157732
2016-01-24,190.6753453934209
2016-01-25,133.7941580414031
2016-01-26,100.21552015275002
2016-01-27,150.11275479584546
2016-01-28,79.36579855168226
2016-01-29,207.36838718758432
2016-01-30,201.88972851808546
2016-01-31,150.02211920867973
2016-02-01,86.91475889837423
2016-02-02,198.87923224230408
2016-02-03,171.7752081290067
2016-02-04,217.0095290830029
2016-02-05,101.0589290632593
2016-02-06,127.41570880436699
2016-02-07,135.72377673893453
2016-02-08,124.71268944782769
2016-02-09,143.93442446542295
2016-02-10,148.41823474107272
2016-02-11,98.8306713568416
2016-02-12,146.17910401389918
2016-02-13,158.80080508117584
2016-02-14,177.44044762292157
2016-02-15,154.6399521860414
2016-02-16,99.96259864156387
2016-02-17,92.79045760481635
2016-02-18,238.9006315352996
2016-02-19,178.1607490070924
2016-02-20,140.35575240364662
2016-02-21,234.28649455590931
2016-02-22,160.2997527346196
2016-02-23,172.88215393417417
2016-02-24,162.88194816337332
2016-02-25,243.9007579052694
2016-02-26,229.2396770450828
2016-02-27,139.46927338299164
2016-02-28,191.02770506135448
2016-02-29,164.172040630139
2016-03-01,206.32693522961102
2016-03-02,97.92578235150033
2016-03-03,199.10236769537184
2016-03-04,168.16229490823665
2016-03-05,66.4273767231327
2016-03-06,100.05141998726504
2016-03-07,72.76394926604654
2016-03-08,135.75520832677114
2016-03-09,162.74392464880844
2016-03-10,214.9828553308128
2016-03-11,143.60255008772506
2016-03-12,252.396284019502
2016-03-13,110.82195927202943
2016-03-14,81.94236976028307
2016-03-15,137.60410205443975
2016-03-16,181.04775266735973
2016-03-17,121.13733954294948
2016-03-18,66.62307426712331
2016-03-19,136.84799192482762
2016-03-20,114.27615331021363
2016-03-21,142.27831276480018
2016-03-22,168.14261183987355
2016-03-23,123.22550604850852
2016-03-24,128.66958272703909
2016-03-25,89.78198839957854
2016-03-26,175.3667042559732
2016-03-27,189.56155910610013
2016-03-28,115.62123112318318
2016-03-29,152.23427284319993
2016-03-30,127.9395846289482
2016-03-31,114.93286331465724
2016-04-01,120.94052093871605
2016-04-02,91.4834398401426
2016-04-03,145.11291614626802
2016-04-04,91.46070426635245
2016-04-05,200.69733119737504
2016-04-06,151.70800027734015
2016-04-07,135.1270199938204
2016-04-08,130.77623322648765
2016-04-09,149.97731024964176
2016-04-10,119.6601292443367
2016-04-11,142.1992880631777
2016-04-12,148.04414705798675
2016-04-13,145.99340950176813
2016-04-14,107.56527398957884
2016-04-15,113.70872420531991
2016-04-16,56.48433966504252
2016-04-17,101.69251248232013
2016-04-18,185.22334726574485
2016-04-19,209.040982126896
2016-04-20,114.26712429764117
2016-04-21,169.53724317440827
2016-04-22,167.493304353456
2016-04-23,280.90268543504357
2016-04-24,181.72682404756205
2016-04-25,134.19283200036048
2016-04-26,94.18999215990884
2016-04-27,81.17374799087212
2016-04-28,132.8044132333818
2016-04-29,132.51548620778723
2016-04-30,110.47574388638567
2016-05-01,147.47855367420965
2016-05-02,122.32487511863951
2016-05-03,226.25400446950889
2016-05-04,200.15099106457203
2016-05-05,136.82084214163407
2016-05-06,220.14051743595277
2016-05-07,150.37880416344544
2016-05-08,114.71748323185311
2016-05-09,232.67356768390633
2016-05-10,156.59108086703094
2016-05-11,100.61233393676666
2016-05-12,166.5717482294542
2016-05-13,94.56597728106294
2016-05-14,94.14390687885333
2016-05-15,217.93237925279095
2016-05-16,236.37010950581984
2016-05-17,95.80326663293978
2016-05-18,155.2492389670382
2016-05-19,116.20237279402534
2016-05-20,148.89402208325188
2016-05-21,129.29604355312213
2016-05-22,116.12110692892313
2016-05-23,127.60478322361607
2016-05-24,94.15818808659836
2016-05-25,190.6458935411113
2016-05-26,140.70852537751065
2016-05-27,146.2402608977174
2016-05-28,94.58332314603771
2016-05-29,136.22616279708868
2016-05-30,211.39776509684083
2016-05-31,175.18303509653805
2016-06-01,94.31259639157032
2016-06-02,159.00646526921187
2016-06-03,199.23839558151548
2016-06-04,80.10844059868965
2016-06-05,197.82689196039968
2016-06-06,130.83969312449076
2016-06-07,200.42385626048775
2016-06-08,125.37168745808094
2016-06-09,66.32970212776002
2016-06-10,78.43556221430057
2016-06-11,133.80166797748373
2016-06-12,186.61739298398388
2016-06-13,125.6835932726506
2016-06-14,187.92994717572023
2016-06-15,76.88835193512752
2016-06-16,128.73354650263198
2016-06-17,111.97735453681597
2016-06-18,122.64554898427112
2016-06-19,135.23536460746809
2016-06-20,120.97529433937032
2016-06-21,109.8660840095929
2016-06-22,177.02314964349983
2016-06-23,125.32797232132206
2016-06-24,157.59800943632138
2016-06-25,125.13071470154759
2016-06-26,151.27206608627634
2016-06-27,176.95799137364733
2016-06-28,45.07041480311414
2016-06-29,130.8372411236205
2016-06-30,167.9254069208616
2016-07-01,145.59062246758583
2016-07-02,133.2619767577595
2016-07-03,102.40561653409225
2016-07-04,150.13806922250595
2016-07-05,161.98348897106968
2016-07-06,227.0236160209843
2016-07-07,133.6968203701362
2016-07-08,166.01311637538575
2016-07-09,155.5955058999144
2016-07-10,124.64811921651406
2016-07-11,150.1907199919585
2016-07-12,141.48799241694408
2016-07-13,156.35158097630057
2016-07-14,177.84209182146355
2016-07-15,274.1512275331858
2016-07-16,197.90371231360774
2016-07-17,129.47583115436856
2016-07-18,232.76101643591016
2016-07-19,121.67636240130564
2016-07-20,63.878222723997844
2016-07-21,118.4861371665357
2016-07-22,83.14567569579185
2016-07-23,159.28861183462024
2016-07-24,132.9378867323011
2016-07-25,242.93057500778446
2016-07-26,178.63765391052632
2016-07-27,116.59281771716759
2016-07-28,174.91300762221445
2016-07-29,56.205874554980205
2016-07-30,146.95696934923535
2016-07-31,215.76801156788136
2016-08-01,96.04545546113091
2016-08-02,212.79421896526415
2016-08-03,194.7182482663508
2016-08-04,126.83653624092872
2016-08-05,196.4776685123702
2016-08-06,234.52101092593648
2016-08-07,180.5219617914147
2016-08-08,139.49999797347084
2016-08-09,155.1963422421193
2016-08-10,102.95653220832057
2016-08-11,170.4779376848716
2016-08-12,127.61902856297576
2016-08-13,146.36630126682698
2016-08-14,136.55937721638696
2016-08-15,165.40883229722945
2016-08-16,179.18259505234712
2016-08-17,170.69159807604726
2016-08-18,106.70992195670314
2016-08-19,128.06467109122613
2016-08-20,109.71030320700207
2016-08-21,114.66941598117565
2016-08-22,155.50329623391193
2016-08-23,173.06713829746027
2016-08-24,93.08742395737325
2016-08-25,190.9417833146178
2016-08-26,235.62260805832733
2016-08-27,143.33826474484763
2016-08-28,233.87736402619885
2016-08-29,126.8932096516451
2016-08-30,96.98030020326463
2016-08-31,85.19390367527507
2016-09-01,202.34887200413698
2016-09-02,176.5014152446653
2016-09-03,118.65593373914311
2016-09-04,173.5607617727488
2016-09-05,111.75556815652334
2016-09-06,202.070820335158
2016-09-07,146.99145569315692
2016-09-08,183.95615966901747
2016-09-09,173.3544305919338
2016-09-10,169.3720657026252
2016-09-11,185.0195994764632
2016-09-12,128.66889492590875
2016-09-13,174.4020376711504
2016-09-14,252.11687202664712
2016-09-15,233.5223886980777
2016-09-16,210.0417838089027
2016-09-17,128.26147474360434
2016-09-18,105.38309602225328
2016-09-19,172.0316031500094
2016-09-20,164.2347649045947
2016-09-21,161.464504134531
2016-09-22,94.25025101863797
2016-09-23,209.53985644933314
2016-09-24,118.89516306645496
2016-09-25,135.56821883063847
2016-09-26,105.88709605895978
2016-09-27,96.46875945024291
2016-09-28,161.26789261499601
2016-09-29,172.9035668014979
2016-09-30,100.67222698570149
2016-10-01,80.7025031759289
2016-10-02,162.34431518605132
2016-10-03,217.85465748104806
2016-10-04,127.93754215953366
2016-10-05,88.77446663267085
2016-10-06,160.2346873559541
2016-10-07,128.23656493502614
2016-10-08,36.94618881355019
2016-10-09,125.8947125893085
2016-10-10,129.38108261296725
2016-10-11,197.77067998535694
2016-10-12,221.4164400294019
2016-10-13,173.79934228052596
2016-10-14,120.65169760787164
2016-10-15,98.6641589291167
2016-10-16,297.44319366560075
2016-10-17,142.8016087197806
2016-10-18,179.9534037976953
2016-10-19,148.154524926181
2016-10-20,137.6563817122642
2016-10-21,166.7905467143124
2016-10-22,125.03872397223205
2016-10-23,138.87135257797843
2016-10-24,177.45907400484583
2016-10-25,105.18466389069096
2016-10-26,101.8877555951465
2016-10-27,167.86002577448275
2016-10-28,127.6004859580225
2016-10-29,183.62086759243508
2016-10-30,35.86112444054824
2016-10-31,156.62055535388956
2016-11-01,221.78506301671422
2016-11-02,57.257790921637415
2016-11-03,134.532721106275
2016-11-04,140.86682379515392
2016-11-05,91.0141711030951
2016-11-06,96.39892103275645
2016-11-07,117.549457601803
2016-11-08,176.9981998641258
2016-11-09,207.06124483739038
2016-11-10,232.46220675441987
2016-11-11,174.06179698048808
2016-11-12,106.32840886190657
2016-11-13,127.831355738397
2016-11-14,162.06000382813923
2016-11-15,116.78464299017327
2016-11-16,206.64993144229496
2016-11-17,131.16728591278383
2016-11-18,141.2212643289088
2016-11-19,208.90907944583634
2016-11-20,198.77845261736192
2016-11-21,136.0471532250306
2016-11-22,192.66761470421528
2016-11-23,97.30705319954093
2016-11-24,206.6919050807661
2016-11-25,148.90335202158013
2016-11-26,142.01254161402358
2016-11-27,148.86365632576488
2016-11-28,91.11972601688721
2016-11-29,179.8542105238425
2016-11-30,171.05584461961996
2016-12-01,106.11112729077065
2016-12-02,197.99113559623956
2016-12-03,101.484784528322
2016-12-04,80.71830257941933
2016-12-05,85.61385897339007
2016-12-06,174.96942903362526
2016-12-07,89.25195888802013
2016-12-08,204.02591578965885
2016-12-09,55.69933301128734
2016-12-10,200.710176948642
2016-12-11,188.00943673381877
2016-12-12,172.12577386948072
2016-12-13,119.7355814774753
2016-12-14,170.66916658781417
2016-12-15,172.82369535911792
2016-12-16,155.7858515535066
2016-12-17,173.77793862621857
2016-12-18,183.992495362931
2016-12-19,113.31263883248077
2016-12-20,127.71750137602963
2016-12-21,192.22594535401967
2016-12-22,82.81847343840359
2016-12-23,77.40362943071675
2016-12-24,162.3061887609744
2016-12-25,153.69439164481523
2016-12-26,153.6473288063789
2016-12-27,164.79574901568893
2016-12-28,196.38375025936202
2016-12-29,117.49537094409015
2016-12-30,120.68506692178254
2016-12-31,159.93764321518475
2017-01-01,106.680830215765
2017-01-02,144.31877476257705
2017-01-03,97.53749416211599
2017-01-04,218.1831506837722
2017-01-05,168.7912760880736
2017-01-06,166.85885710381945
2017-01-07,168.6550129131968
2017-01-08,220.41302194977328
2017-01-09,205.43736045379018
2017-01-10,76.82832298236558
2017-01-11,118.1963097830672
2017-01-12,130.57466290231665
2017-01-13,143.2482018624711
2017-01-14,189.289593708264
2017-01-15,105.02455486350799
2017-01-16,150.19652167630156
2017-01-17,112.4518932778696
2017-01-18,122.114932392858
2017-01-19,104.29844617762504
2017-01-20,112.3548438116382
2017-01-21,107.21484589125238
2017-01-22,114.36010847371834
2017-01-23,180.00740203005964
2017-01-24,125.91407347069686
2017-01-25,228.5699175879815
2017-01-26,151.02022586558792
2017-01-27,157.6769372395265
2017-01-28,104.60107411631112
2017-01-29,143.05695808377465
2017-01-30,134.50648792840562
2017-01-31,155.56767875578325
2017-02-01,246.90278638870706
2017-02-02,173.45800370909208
2017-02-03,201.55212125691202
2017-02-04,139.58993337996276
2017-02-05,127.16931602417863
2017-02-06,226.94522679558088
2017-02-07,143.3087176299864
2017-02-08,229.89428631576214
2017-02-09,193.85972741025705
2017-02-10,120.97548290284335
2017-02-11,146.71947131273964
2017-02-12,185.72108760785926
2017-02-13,167.4913416830893
2017-02-14,99.99275059417582
2017-02-15,108.53263963367877
2017-02-16,166.2549015234115
2017-02-17,173.96533736413195
2017-02-18,157.17857452710916
2017-02-19,147.55913625234487
2017-02-20,111.86832006992768
2017-02-21,196.04378754386624
2017-02-22,170.47721154073517
2017-02-23,160.0481743516689
2017-02-24,195.24810032247152
2017-02-25,197.12839698198746
2017-02-26,153.11141825199823
2017-02-27,161.11628508219
2017-02-28,68.5758779208291
2017-03-01,137.0442975732196
2017-03-02,151.10690349893187
2017-03-03,151.4348477295686
2017-03-04,91.63429036455369
2017-03-05,106.3742544526232
2017-03-06,178.34941004328505
2017-03-07,130.1480335199499
2017-03-08,163.75065467755158
2017-03-09,179.842167699007
2017-03-10,145.81473185450952
2017-03-11,183.38411715212078
2017-03-12,133.31890005180162
2017-03-13,183.58862262548857
2017-03-14,117.91628655053084
2017-03-15,142.23681524461642
2017-03-16,149.52377353233356
2017-03-17,165.7062619127826
2017-03-18,109.31623635680285
2017-03-19,214.39631667362917
2017-03-20,94.30081544672063
2017-03-21,148.00623184661274
2017-03-22,145.1000077487009
2017-03-23,183.845785992382
2017-03-24,179.4338705105335
2017-03-25,155.34138013083776
2017-03-26,103.0342806421612
2017-03-27,158.13224747216609
2017-03-28,164.6206287697599
2017-03-29,130.83590114761915
2017-03-30,227.54548331252406
2017-03-31,107.20527974484966
2017-04-01,181.53419211000593
2017-04-02,227.2278110716655
2017-04-03,142.00253508789314
2017-04-04,134.54862031730315
2017-04-05,176.96864563687188
2017-04-06,195.25232773490137
2017-04-07,115.59624527604998
2017-04-08,117.93094684488328
2017-04-09,133.79788636861937
2017-04-10,104.07490366286564
2017-04-11,100.45409669433884
2017-04-12,103.97707286344485
2017-04-13,114.08319635137097
2017-04-14,176.93558281356272
2017-04-15,188.3524036609215
2017-04-16,237.47409019719353
2017-04-17,98.69202738422327
2017-04-18,156.65208603183274
2017-04-19,131.0815820454433
2017-04-20,134.21368788707125
2017-04-21,177.41230922257535
2017-04-22,116.7658138914063
2017-04-23,188.9881851258309
2017-04-24,178.26838766995203
2017-04-25,160.17293707775906
2017-04-26,173.6670831830176
2017-04-27,229.6292859118039
2017-04-28,102.62518269513087
2017-04-29,139.14154905979512
2017-04-30,100.55117316808594
2017-05-01,123.13902239610948
2017-05-02,116.00729438423966
2017-05-03,212.84217899613407
2017-05-04,228.84614348624393
2017-05-05,117.20482257541849
2017-05-06,131.25324622727396
2017-05-07,154.9372143656165
2017-05-08,125.16489696212861
2017-05-09,191.23738031454423
2017-05-10,170.3185018787012
2017-05-11,106.79272943896416
2017-05-12,188.60483359329322
2017-05-13,236.2382316061028
2017-05-14,130.9939775500969
2017-05-15,156.82289577863762
2017-05-16,139.2445973973438
2017-05-17,179.83361110298355
2017-05-18,181.15721438299286
2017-05-19,209.6406506772672
2017-05-20,141.46058448606533
2017-05-21,110.21783699524148
2017-05-22,97.8356590226404
2017-05-23,139.55351933920008
2017-05-24,152.79648632036194
2017-05-25,233.4677956660594
2017-05-26,130.26515330544888
2017-05-27,130.4143484212853
2017-05-28,133.38479334816995
2017-05-29,196.90375324877422
2017-05-30,232.01905222295176
2017-05-31,112.37413324254031
2017-06-01,130.6380284008642
2017-06-02,178.1747813859292
2017-06-03,160.12300874304617
2017-06-04,220.64328378072543
2017-06-05,147.92801237463226
2017-06-06,158.83408981285157
2017-06-07,199.16327942911383
2017-06-08,210.48841335676047
2017-06-09,154.0226043005526
2017-06-10,189.08272238392397
2017-06-11,216.40027186798554
2017-06-12,217.8472364690191
2017-06-13,173.5873445492102
2017-06-14,186.07654516209456
2017-06-15,162.48081704320228
2017-06-16,160.69133237293045
2017-06-17,209.87107014962993
2017-06-18,115.36861166804805
2017-06-19,166.63870950972765
2017-06-20,109.25942146445814
2017-06-21,159.5514857151675
2017-06-22,167.46331383330113
2017-06-23,153.5461399739059
2017-06-24,139.26271368161682
2017-06-25,97.34302374042558
2017-06-26,153.47809290267114
2017-06-27,189.2972159143435
2017-06-28,264.44184275896845
2017-06-29,119.14793235867468
2017-06-30,133.6373596827238
2017-07-01,137.2918338401371
2017-07-02,245.24420265494498
2017-07-03,147.8365534385966
2017-07-04,159.05036260172471
2017-07-05,146.8933133351157
2017-07-06,166.88426157621095
2017-07-07,151.59403272427872
2017-07-08,178.47391336408052
2017-07-09,202.6739339377369
2017-07-10,90.43183734813893
2017-07-11,131.23797754051958
2017-07-12,100.00231717670944
2017-07-13,178.61343983014368
2017-07-14,76.09150275234282
2017-07-15,115.39183880585925
2017-07-16,157.49823888450553
2017-07-17,250.29593130164957
2017-07-18,153.87643706803235
2017-07-19,144.91480947699685
2017-07-20,244.19864022248262
2017-07-21,77.8072454687916
